¶σπρων Σπιτιών,1,2  1.774,567,0  0  0,,0,6  6  0
Αυγείου,2,3  1.169,392,1  1  371,,108,4  0  4
Αυγής,5,6  1.871,626,0  0  0,,0,5  0  5
Αχλαδινής,2,2  908,288,0  0  0,,0,2  0  2
Βαρβασαίνης,4,4  1.985,563,3  4  1.975,,636,5  1  4
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βάρδας,22,33  14.377,4.391,11  10  3.858,1.057,28  7  21
Βασιλακίου,0,0  0,0,1  0  300,100,0  0  0
Βελανιδίου,1,2  456,152,0  0  0,0,1  0  1
Βουλιαγμένης,0,0  0,0,1  1  433,115,1  0  1
Βουνάργου,16,17  5.326,1.690,9  5  3.651,1.015,22  4  18
Βροχίτσης,1,1  250,72,0  0  0,0,0  0  0
Γερακίου,5,7  2.043,666,1  1  39,16,5  2  3
Γουμέρου,6,8  2.517,761,2  0  165,53,6  2  4
Γρανιτσαιίκων,2,2  340,108,0  0  0,0,2  2  0
?άφνης,1,1  231,60,1  0  79,25,1  0  1
?αφνιωτίσσης,0,0  0,0,1  1  59,26,1  1  0
?ούκα,2,3  1.450,398,0  0  0,0,3  0  3
?ουναιίκων,2,3  617,173,2  3  733,247,4  0  4
Ηρακλείας,1,1  204,64,1  2  517,162,3  0  3
Καβάσιλα,14,16  5.185,1.500,15  15  4.775,1.467,22  5  17
Κακοταρίου,0,0  0,0,1  1  804,299,0  0  0
Καμένης,1,1  72,24,0  0  0,0,0  0  0
Καπελέτου,1,1  1.000,250,0  0  0,0,0  0  0
Καράτουλα,4,5  2.698,859,3  2  665,203,4  1  3
Καρδαμά,2,2  1.020,333,4  4  2.159,612,4  2  2
Καρδιακαυτίου,17,26  8.197,2.486,12  11  2.813,911,23  6  17
Κάστρου,9,14  5.658,1.684,4  4  3.990,1.131,12  4  8
Κατακόλου,3,4  994,293,0  0  0,0,2  1  1
Κατσαρού,3,5  1.553,499,2  3  1.460,483,8  1  7
Κάτω Παναγίας,1,2  348,111,1  0  537,179,2  0  2
Καυκωνίας,2,2  1.073,334,1  1  267,89,2  0  2
Κέντρου,2,2  832,224,3  2  816,265,5  2  3
Κεραμιδιάς,1,2  723,224,1  1  382,103,2  0  2
Κλαδέου,3,3  542,173,1  0  359,117,5  2  3
Κολιρίου,4,4  1.200,391,0  0  0,0,4  2  2
Κορακοχωρίου,1,2  813,290,1  1  99,33,3  1  2
Κοροίβου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",15,21  7.394,2.081,8  8  2.351,777,20  7  13
Κορυφής,1,1  152,35,0  0  0,0,0  0  0
Κούμανη,4,6  1.414,433,0  0  0,0,3  0  3
Κουρτεσίου,0,0  0,0,1  1  299,106,1  0  1
Κουτσοχέρας,2,3  931,287,0  0  0,0,3  0  3
Κρυονερίου,1,1  200,59,1  1  180,60,2  2  0
Κυλλήνης,1,1  350,101,2  1  591,169,1  0  1
Λαγανά,1,1  2.064,516,1  1  304,76,0  0  0
Λάλα,8,9  2.933,840,5  3  730,221,8  4  4
Λαμπείας,3,3  2.920,1.070,4  4  634,206,2  0  2
Λανθίου,0,0  0,0,1  0  150,43,1  1  0
Λασταιίκων,4,5  2.101,689,0  0  0,0,4  0  4
Λατζοϊου,2,3  1.372,428,3  1  506,147,6  1  5
Λεβεντοχωρίου,1,1  418,118,1  0  38,12,2  1  1
Λευκοχωρίου,18,24  9.450,2.752,10  8  2.727,819,22  6  16
Λιναριάς,2,3  900,254,0  0  0,0,1  0  1
Λυγιάς,3,3  1.372,463,0  0  0,0,4  1  3
Μαγούλας,0,0  0,0,2  3  1.005,277,2  1  1
Μανολάδος,6,11  5.268,1.773,5  5  1.224,358,11  2  9
Μάχου,1,1  387,110,0  0  0,0,1  0  1
Μελίσσης,0,0  0,0,2  2  1.016,277,1  0  1
Μηλεών,3,3  906,282,2  1  433,138,3  1  2
Μιράκας,2,2  815,286,1  0  87,29,2  0  2
Μουζακίου,3,4  1.256,384,2  2  483,129,5  2  3
Μυρσίνης,1,1  361,93,1  1  180,56,2  0  2
Μυρτέας,2,2  1.031,257,0  0  0,0,0  0  0
Νεαπόλεως,1,2  685,222,1  1  211,66,2  0  2
Νεμούτας,2,2  1.319,412,0  0  0,0,1  0  1
Νεράιδας,1,1  201,67,1  1  243,81,2  0  2
Ξηροκάμπου,0,0  0,0,1  0  234,73,1  1  0
Ξυλοκέρας,1,1  587,197,2  1  520,139,3  1  2
Οινόης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  293,96,1  0  1
Ορεινής,0,0  0,0,3  2  444,149,2  2  0
Παλαιοχωρίου,10,12  3.375,1.003,7  7  1.727,524,9  4  5
Πελοπίου,2,3  1.142,367,1  1  331,102,4  0  4
Περιστερίου,1,1  320,82,1  0  162,56,1  0  1
Περσαίνης,2,2  403,125,1  1  324,108,2  0  2
Πεύκης,0,0  0,0,1  0  62,19,1  1  0
Πευκών,1,1  220,70,0  0  0,0,1  0  1
Πλατάνου,4,4  849,243,3  4  373,121,5  2  3
Πουρναρίου,1,1  63,17,0  0  0,0,0  0  0
Πρασίνου,3,4  1.426,406,2  2  342,112,3  0  3
Ροβιάτας,1,1  6.932,1.733,0  0  0,0,0  0  0
Ρουπακίου,92,202  155.301,47.159,46  36  21.358,6.070,296  45  251
Σαβαλίων,3,4  1.455,433,0  0  0,0,4  1  3
Σαλμώνης,1,1  360,120,1  0  65,21,1  0  1
Σιμοπούλου,5,7  1.254,398,2  0  83,25,6  3  3
Σκαφιδιάς,1,2  894,286,2  0  410,129,1  0  1
Σκουροχωρίου,5,6  1.935,591,2  2  514,151,5  1  4
Σμίλας,1,1  320,80,1  0  95,30,1  0  1
Σοπίου,1,2  510,133,0  0  0,0,1  0  1
Σταφιδοκάμπου,0,0  0,0,2  3  790,235,3  0  3
Στρεφίου,4,4  1.998,678,1  0  51,17,4  1  3
Στρουσίου,0,0  0,0,1  1  74,25,1  1  0
Σωστίου,1,1  120,41,0  0  0,0,0  0  0
Τραγανού,4,4  952,282,4  2  1.147,337,8  5  3
Φλόκα,2,2  350,114,2  0  190,60,2  0  2
Φολόης,14,20  9.442,2.874,4  5  799,261,15  3  12
Χαβαρίου,4,5  1.050,335,2  1  88,25,2  0  2
Χαριάς,1,1  325,82,0  0  0,0,1  0  1
Χειμαδιού,2,3  679,200,3  1  488,144,5  2  3
Χελιδονίου,2,3  583,203,2  1  912,235,3  1  2
Ωλένης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",14,19  4.106,1.239,2  3  458,146,14  7  7
Ανδριτσαίνης,0,0  0,0,1  0  442,109,0  0  0
Ζαχάρως,7,13  5.090,1.521,7  3  906,291,14  5  9
Κρεστένων,2,2  942,293,0  0  0,0,1  0  1
Αμυγδαλεών,0,0  0,0,1  0  168,56,1  0  1
Ανηλίου,0,0  0,0,1  0  126,42,1  1  0
Βρίνας,3,3  665,221,2  1  566,177,5  2  3
Γιαννιτσοχωρίου,3,3  349,101,4  1  1.719,491,3  0  3
Γραίκα,0,0  0,0,2  1  463,142,1  0  1
Γρύλλου,3,3  1.096,334,3  1  487,169,4  1  3
?αφνούλας,1,1  310,103,0  0  0,0,1  0  1
?ιασέλλων,2,3  1.139,312,0  0  0,0,2  0  2
Επιταλίου,7,10  2.966,972,4  3  735,227,9  3  6
Κακοβάτου,10,15  6.643,2.204,1  1  309,100,10  0  10
Καλιδόνης,3,4  1.136,382,5  1  718,224,7  4  3
Καλλιθέας,3,4  1.121,345,4  1  676,225,5  3  2
Καλλικώμου,6,6  1.240,415,2  0  270,90,6  1  5
Κάτω Σαμικού,4,5  1.238,385,2  1  215,69,7  4  3
Κουμουθέκρα,6,10  3.066,946,1  1  126,42,9  1  8
Κρυονερίου,24,41  18.071,5.220,21  13  4.926,1.532,55  16  39
Λεπρέου,2,4  1.383,416,1  1  283,81,4  0  4
Λιβαδακίου,1,2  329,94,1  0  80,39,1  0  1
Λινισταίνης,0,0  0,0,1  1  305,113,0  0  0
Μακίστου,2,2  450,148,1  0  73,24,3  1  2
Μακρισίων,11,16  4.695,1.481,2  3  355,118,11  0  11
Ματεσίου,1,1  620,156,0  0  0,0,0  0  0
Μηλέας,0,0  0,0,1  0  202,60,0  0  0
Μίνθης,2,3  410,138,0  0  0,0,2  1  1
Μυρωνίων,2,2  490,166,0  0  0,0,2  0  2
Νέας Φιγαλείας,4,5  961,324,11  1  2.142,721,10  8  2
Νεοχωρίου,7,8  2.231,658,4  2  924,307,8  0  8
Ξηροχωρίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",3,6  2.037,696,2  1  538,179,5  0  5
Περιβολίων,9,15  3.823,1.226,4  2  1.019,301,12  3  9
Πετραλώνων,0,0  0,0,1  1  147,49,1  0  1
Πλατιάνας,2,2  1.039,354,1  0  613,191,3  0  3
Πλουτοχωρίου,1,1  120,40,1  0  221,94,0  0  0
Πρασιδακίου,1,1  59,20,1  0  183,54,1  1  0
Ραχών,2,2  301,100,2  1  456,146,2  0  2
Ροδινών,3,6  333,124,3  1  345,97,2  1  1
Σαμικού,5,5  2.254,751,3  1  406,131,5  1  4
Σκιλλουντίας,7,10  2.459,806,1  0  140,42,9  1  8
Σμέρνας,3,3  1.698,514,4  1  513,165,5  4  1
Σχίνων,8,9  3.577,1.176,6  1  1.301,371,12  1  11
Ταξιαρχών,2,3  1.873,630,2  2  336,108,4  1  3
Τρυπητής,1,1  400,100,2  2  231,77,2  2  0
Φαναρίου,0,0  0,0,1  0  154,48,0  0  0
Φιγαλείας,0,0  0,0,3  1  383,128,3  2  1
ΣΤΕΡΕΑ ΕΛΛΑ?Α,2.789,4.611  4.653.030,1.093.682,1.428  1.216  1.630.043,334.196,5.649  1.735  3.914
ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,426,670  2.122.925,349.413,314  216  926.709,150.369,817  272  545
Θηβαίων,67,109  520.689,95.215,48  32  198.632,28.212,112  17  95
Πλαταιών,0,0  0,0,1  1  229,71,1  1  0
Ακραιφνίου,0,0  0,0,1  0  2.564,524,0  0  0
Αμπελοχωρίου,1,2  658,192,0  0  0,0,1  0  1
Ασωπίας,1,1  905,286,0  0  0,0,1  0  1
Βαγίων,13,19  36.906,12.337,5  2  1.048,355,11  2  9
?ομβραίνης,12,15  22.523,4.545,5  4  96.840,14.034,10  2  8
Ελεώνος,6,7  9.658,1.503,5  3  1.048,337,5  3  2
Ελλοπίας,6,6  1.821,495,1  1  152,43,3  0  3
Θεσπιών,9,10  16.889,3.785,4  2  2.328,479,9  1  8
Θίσβης,8,11  11.413,2.121,7  5  67.047,9.245,11  5  6
Καλλιθέας,2,3  2.260,580,3  2  6.463,1.166,2  1  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Κάστρου,1,1  1.400,216,1  2  600,190,1  0  1
Κοκκίνου,1,1  360,120,0  0  0,0,1  0  1
Λουτουφίου,1,1  1.819,326,0  0  0,0,0  0  0
Ξηρονομής,5,5  4.726,995,4  2  7.646,910,5  1  4
Οινοφύτων,34,45  983.369,113.870,38  23  345.438,48.997,23  5  18
Προδρόμου,2,4  1.586,538,1  0  110,29,5  1  4
Πύλης,9,13  26.192,3.429,4  0  5.919,1.264,8  3  5
Σκούρτων,7,9  4.288,1.282,0  0  0,0,5  1  4
Στεφάνης,1,1  1.841,455,0  0  0,0,0  0  0
Σχηματαρίου,30,43  159.911,24.499,21  10  94.780,15.529,23  5  18
Τανάγρας,5,7  2.554,738,2  0  1.014,260,4  0  4
Αλιάρτου,13,19  10.197,3.004,19  12  13.796,4.486,20  2  18
Αραχόβης,41,74  39.741,12.677,31  31  17.845,5.618,172  115  57
?ιστόμου,11,18  7.337,1.998,9  8  2.519,797,17  3  14
Λεβαδέων,66,126  199.107,49.342,49  33  18.745,5.824,206  32  174
Ορχομενού,26,30  16.702,3.796,17  8  5.098,1.558,29  5  24
Αγίας ¶ννας,1,2  1.270,400,1  1  248,75,2  0  2
Αγίας Τριάδος,0,0  0,0,2  2  250,83,2  2  0
Αγίου Βλασίου,1,1  187,50,0  0  0,0,1  1  0
Αγίου Γεωργίου,1,1  291,97,3  3  13.530,2.256,2  2  0
Αγίου ?ημητρίου,0,0  0,0,1  0  215,65,1  1  0
Ακοντίου,1,1  206,55,0  0  0,0,1  0  1
Ανθοχωρίου,0,0  0,0,1  1  396,113,1  0  1
Αντικύρας,16,44  17.003,5.403,4  7  6.085,1.905,74  43  31
Βασιλικών,0,0  0,0,1  0  3.218,550,0  0  0
?αυλείας,10,21  7.681,2.173,5  8  1.503,473,15  3  12
?ιονύσου,1,1  278,74,2  1  660,220,3  1  2
Θουρίου,1,1  1.000,200,0  0  0,0,0  0  0
Κορωνείας,6,6  3.782,949,3  2  799,241,7  3  4
Κυριακίου,3,3  673,215,10  7  3.011,949,15  9  6
Παρορίου,1,2  628,181,1  1  293,101,2  1  1
Παύλου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  0  80,,63,0  0  0
Προσηλίου,1,1  2.550,510,0  0  0,,0,0  0  0
Προφήτου Ηλία,1,1  1.120,380,0  0  0,,0,0  0  0
Στειρίου,1,1  367,76,0  0  0,,0,0  0  0
Σωληναρίου,0,0  0,0,1  1  176,,559,1  1  0
Χαιρωνείας,3,4  1.037,306,2  1  6.384,,2.788,5  0  5
ΝΟΜΟΣ ΕΥΒΟΙΑΣ,1.344,2.326  1.441.083,463.121,633  649  452.961,,121.139,2.930  983  1.947
Ιστιαίας,43,60  27.092,8.350,19  12  5.749,,1.798,68  19  49
Λουτρών Αιδηψού,24,33  21.441,6.884,12  11  4.290,,1.359,46  19  27
Αβγαριάς,1,1  293,98,0  0  0,,0,1  1  0
Αγδινών,0,0  0,0,2  1  211,,72,1  1  0
Αρτεμισίου,32,43  17.296,5.513,17  15  4.872,,1.557,100  70  30
Ασμηνίου,6,9  4.374,1.398,0  0  0,,0,19  16  3
Βασιλικών,3,5  1.440,463,2  2  1.328,,432,6  0  6
Βουτά,1,1  680,227,0  0  0,,0,1  0  1
Γαλατσάδων,1,1  230,70,0  0  0,,0,1  0  1
Γερακιούς,1,1  54,16,1  2  265,,86,1  1  0
Γουβών,1,1  171,53,1  1  129,,46,2  1  1
Ελληνικών,2,4  1.925,586,0  0  0,,0,5  5  0
Καμαρίων,1,1  198,61,1  0  66,,22,2  1  1
Λιχάδος,7,11  5.426,1.753,6  6  2.493,,777,18  2  16
Μηλεών,4,5  1.078,341,4  2  936,,308,5  0  5
Νέου Πύργου,1,2  367,114,2  2  243,,76,4  3  1
Ταξιάρχου,0,0  0,0,2  5  601,,187,2  1  1
Ωρεών,34,47  15.283,4.915,14  11  3.534,,1.138,48  14  34
Αλιβερίου,27,54  21.344,6.627,15  15  5.025,,1.570,53  18  35
Καρύστου,66,98  56.136,16.498,25  13  13.658,,3.547,116  46  70
Κύμης,57,87  30.335,9.784,40  39  12.112,,3.852,88  30  58
Σκύρου,29,43  13.568,4.275,18  16  5.874,,1.852,83  49  34
Αγίου Ιωάννου,4,9  4.704,1.518,0  0  0,,0,10  4  6
¶νω Κουρουνίου,0,0  0,0,1  1  400,,126,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αυλωναρίου,32,48  20.540,6.564,20  16  6.581,1.953,54  20  34
Αχλαδερής,1,1  454,143,0  0  0,0,1  0  1
Γαβαλά,1,2  512,166,1  1  240,86,1  0  1
?ύστου,31,40  25.547,8.102,14  12  3.429,1.113,40  9  31
Ενορίας,2,4  5.604,1.800,0  0  0,0,1  0  1
Ζαράκων,2,2  696,230,1  0  58,18,1  0  1
Θαρουνίων,1,1  36,10,0  0  0,0,1  1  0
Καδίου,1,2  1.302,439,0  0  0,0,2  0  2
Κήπων,1,1  57,17,1  1  122,38,2  2  0
Κονιστρών,16,25  7.942,2.559,8  8  2.598,895,25  7  18
Κοσκίνων,3,5  3.251,1.058,0  0  0,0,5  0  5
Κρεμαστού,1,1  314,98,1  0  400,133,2  0  2
Κριεζών,1,1  650,209,0  0  0,0,1  0  1
Λεπούρων,0,0  0,0,1  1  98,35,0  0  0
Μαρμαρίου,15,19  6.880,2.262,7  2  2.662,818,21  9  12
Μεσοχωρίων,3,5  2.475,815,1  1  727,227,5  0  5
Μονοδρύου,2,3  1.702,567,1  0  90,32,1  0  1
Νέων Στύρων,1,2  384,120,2  1  1.017,318,7  4  3
Οκτωνιάς,3,3  856,272,0  0  0,0,2  0  2
Οξυλίθου,2,3  1.679,541,2  2  618,210,3  0  3
Πετριών,8,15  4.878,1.572,1  1  157,50,12  1  11
Πλατάνας,1,2  754,247,0  0  0,0,2  0  2
Πρασίνου,1,2  800,250,0  0  0,0,2  0  2
Πυργίου,0,0  0,0,1  0  336,105,1  0  1
Στουππαίων,2,4  1.179,388,0  0  0,0,2  0  2
Στύρων,39,62  36.039,11.094,7  2  1.179,375,145  122  23
Τραχηλίου,1,1  40,12,0  0  0,0,1  1  0
Ερετρίας,52,87  46.196,14.772,24  23  12.469,3.871,127  45  82
Λίμνης,65,87  36.488,12.254,21  19  6.290,1.974,86  24  62
Νέας Αρτάκης,36,83  54.019,17.123,24  31  22.976,6.711,162  77  85
Χαλκιδέων,239,597  365.775,112.327,117  159  74.656,22.701,744  129  615
Ψαχνών,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",27,51  23.407,7.551,11  12  8.126,2.582,95  52  43
Αγίας ¶ννης,11,16  4.557,1.464,6  8  3.429,1.072,34  21  13
Αγίας Σοφίας,3,3  1.933,573,3  3  614,193,4  1  3
Αγίου Αθανασίου,1,1  252,78,0  0  0,0,1  0  1
Αγίου Νικολάου,29,50  19.210,6.196,8  11  5.910,1.779,41  4  37
Αμαρύνθου,22,39  17.316,5.645,10  9  3.254,1.053,41  7  34
Αμελάντων,2,4  1.620,526,0  0  0,0,3  0  3
Αμφιθέας,5,7  2.848,934,0  0  0,0,6  0  6
¶νω Βάθειας,6,8  18.875,4.840,2  2  788,257,8  2  6
Αφρατίου,2,3  2.324,667,4  6  1.884,611,8  2  6
Βαθέος,13,19  205.123,87.824,12  16  16.155,4.332,23  4  19
Βασιλικού,22,36  17.011,5.485,22  20  153.223,29.719,56  9  47
Βλαχιάς,2,3  547,172,1  2  462,150,3  1  2
Βούνων,1,1  27,9,0  0  0,0,0  0  0
Γλυφάδας,1,1  192,60,0  0  0,0,1  1  0
Γυμνού,5,9  2.592,868,4  3  2.607,816,8  2  6
?ροσιάς,71,126  52.655,16.229,17  19  7.535,2.386,98  17  81
Θεολόγου,3,4  1.609,507,1  1  565,184,5  1  4
Καθενών,3,3  1.890,561,0  0  0,0,1  0  1
Καλλιθέας,10,13  4.749,1.551,2  2  327,101,16  10  6
Καλοχωρίου-Παντειχίου (Καλού,5,6  2.614,836,0  0  0,0,6  0  6
Χωρίου-Παντειχίου),,,,,,
Καμαρίτσης,1,2  492,158,2  1  760,250,3  0  3
Καμπιών,0,0  0,0,1  1  323,110,1  1  0
Καστέλλας,4,4  2.416,790,1  1  903,284,7  2  5
Κερασιάς (Κερασέας),1,1  648,206,0  0  0,0,2  0  2
Κεχριών,28,44  20.533,6.260,5  4  1.152,340,49  26  23
Κηρίνθου,1,1  141,44,0  0  0,0,1  1  0
Κοντοδεσποτίου,3,5  902,290,1  0  354,110,4  1  3
Κυπαρισσίου,1,2  683,226,0  0  0,0,1  0  1
Λουκισίων,26,46  14.290,4.985,5  6  2.155,687,33  8  25
Λούτσας,1,1  59,21,1  1  211,66,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Μακρυκάπας,2,3  830,252,0  0  0,,0,2  0  2
Μαντουδίου,16,19  12.661,3.678,3  2  458,,150,17  4  13
Μετοχίου ?ιρφύων,2,3  4.363,1.357,4  4  2.232,,718,4  0  4
Μετοχίου Κηρέως,4,4  1.513,494,0  0  0,,0,4  0  4
Μίστρου,1,1  131,46,1  1  310,,96,2  2  0
Μύτικα,12,18  20.079,4.761,5  5  1.650,,507,13  2  11
Νέας Λαμψάκου,6,11  5.307,1.726,2  4  1.798,,570,12  0  12
Νεροτριβιάς,8,14  4.248,1.366,2  1  744,,244,12  2  10
Παγώντα,1,3  942,304,1  1  438,,143,9  8  1
Πάλιουρα,3,5  2.184,718,6  5  1.549,,514,8  2  6
Παραλίας Αυλίδος,18,26  86.236,17.452,15  21  13.578,,3.829,39  9  30
Πισσώνος,2,3  2.382,785,3  2  1.760,,559,6  0  6
Πολιτικών,21,36  13.369,4.310,17  20  9.746,,3.152,56  21  35
Προκοπίου,1,1  105,32,0  0  0,,0,1  1  0
Ροβιών,2,3  942,305,0  0  0,,0,3  2  1
Σέτας,4,5  979,312,0  0  0,,0,4  1  3
Σπαθαρίου,1,2  594,193,0  0  0,,0,1  0  1
Σταυρού,2,2  853,271,1  2  350,,310,3  0  3
Στενής ?ίρφυος,3,5  2.119,689,6  7  4.862,,1.424,8  0  8
Στροπώνων,2,2  1.588,518,4  4  1.562,,517,7  0  7
Τριάδος,1,2  553,174,3  4  1.139,,374,5  3  2
Φαράκλας,1,1  261,82,0  0  0,,0,1  0  1
Φάρου,7,8  3.511,1.103,2  2  554,,177,6  0  6
Φύλλων,6,16  3.334,1.082,2  2  1.005,,305,7  0  7
ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,78,121  56.067,17.975,67  53  53.748,,10.966,196  78  118
Καρπενησίου,8,12  3.607,1.172,1  0  179,,63,11  4  7
Ανατολικής Φραγκίστας,0,0  0,0,1  1  77,,25,1  1  0
Ασπροπύργου,0,0  0,0,1  1  180,,60,1  0  1
Βαλαώρας,0,0  0,0,1  1  1.350,,300,0  0  0
Βίνιανης,1,1  167,57,0  0  0,,0,1  1  0
Βουτύρου,2,3  471,150,2  0  227,,65,3  2  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βράχας,2,4  707,222,2  3  343,116,5  4  1
Γρανίτσης,0,0  0,0,1  0  228,80,1  1  0
