Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
?ήμητρας,0,0  0,0,1  2  64,,24,1  1  0
?ημητσάνης,3,4  1.961,650,4  3  663,,246,6  4  2
?όξης,0,0  0,0,1  1  426,,142,4  4  0
Ελληνικού,1,2  321,107,1  0  45,,15,1  0  1
Ζατούνης,0,0  0,0,1  1  84,,28,1  1  0
Καλλιανίου,0,0  0,0,1  0  30,,10,0  0  0
Καμενίτσης,0,0  0,0,1  1  163,,64,0  0  0
Καριταίνης,0,0  0,0,1  1  84,,28,1  1  0
Κοντοβαζαίνης,5,7  1.297,442,10  9  2.037,,678,13  5  8
Κωτιλίου,1,2  691,216,0  0  0,,0,1  0  1
Λευκοχωρίου,0,0  0,0,2  1  81,,27,1  1  0
Λουτρών Ηραίας,1,1  265,100,1  0  303,,101,2  2  0
Μυγδαλιάς,1,1  1.485,348,0  0  0,,0,0  0  0
Νεοχωρίου,1,2  180,60,0  0  0,,0,1  1  0
Νυμφασίας,1,2  690,230,1  0  150,,50,3  0  3
Παλούμπας,0,0  0,0,2  1  255,,85,1  1  0
Πρασίνου,1,2  248,75,0  0  0,,0,1  0  1
Πυρρή,1,2  475,158,0  0  0,,0,3  0  3
Ράφτη (Ράπτη),2,2  738,267,0  0  0,,0,2  0  2
Ραχών,0,0  0,0,1  3  2.268,,754,3  0  3
Σαρακινίου,1,1  204,68,0  0  0,,0,1  1  0
Σέρβου,1,1  66,24,0  0  0,,0,1  1  0
Σταυροδρομίου,1,1  820,200,2  2  583,,219,1  0  1
Στεμνίτσης,1,1  500,167,2  1  220,,75,3  2  1
Τριποταμιάς,1,1  228,76,0  0  0,,0,0  0  0
Τροπαίων,40,73  57.816,18.744,24  21  15.082,,4.115,143  80  63
Ψαρίου,1,1  1.233,371,0  0  0,,0,0  0  0
¶στρους,3,6  2.145,691,6  8  1.471,,714,18  12  6
Λεωνιδίου,1,1  70,22,3  2  522,,168,3  2  1
Ελάτου,0,0  0,0,1  1  129,,43,1  1  0
Μεσορράχης,1,1  700,150,0  0  0,,0,0  0  0
Ξηροπηγάδου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,4  2.532,855,0  0  0,,0,8  6  2
Παραλίου ¶στρους,7,22  18.261,6.353,0  0  0,,0,88  52  36
Πέρα Μελάνων,3,6  2.596,850,2  4  207,,67,6  3  3
Πουλίθρων,4,5  1.704,614,7  6  1.208,,514,11  8  3
Πραγματευτή,1,2  744,245,0  0  0,,0,1  0  1
Σαπουνακαιίκων,3,5  1.381,475,3  4  946,,307,6  2  4
Τσιταλίων,1,1  548,156,0  0  0,,0,1  0  1
Τυρού,5,8  2.570,854,5  4  1.256,,417,8  2  6
Χαράδρου,0,0  0,0,1  2  140,,46,1  1  0
Λεβιδίου,10,20  11.354,3.188,10  12  6.305,,1.852,30  16  14
Τριπόλεως,110,309  263.532,82.062,69  69  57.321,,15.088,591  174  417
Αγίου Βασιλείου,1,2  612,203,0  0  0,,0,1  0  1
Αγίου Κωνσταντίνου,1,1  109,34,0  0  0,,0,0  0  0
Αγιωργιτίκων,1,2  452,156,2  0  190,,63,4  4  0
Αλωνισταίνης,2,3  605,212,0  0  0,,0,2  1  1
Αραχαμιτών,0,0  0,0,1  0  17,,6,0  0  0
Αρτεμισίου,3,4  3.703,941,0  0  0,,0,2  0  2
Ασέας,3,4  1.376,420,1  0  144,,48,4  1  3
Βαλτετσίου,1,1  706,152,0  0  0,,0,0  0  0
Βλαχέρνης,0,0  0,0,2  0  159,,50,1  1  0
Βλαχοκερασέας,1,1  314,107,1  1  183,,64,2  1  1
Γαρέας,1,1  252,90,0  0  0,,0,1  0  1
?άφνης,0,0  0,0,1  1  360,,120,1  0  1
Επισκοπής,1,2  610,210,3  2  1.293,,364,3  0  3
Ζευγολατιού,1,1  1.010,270,0  0  0,,0,0  0  0
Θάνα,2,4  1.381,470,1  0  571,,178,5  3  2
Καμαρίου,1,1  711,153,1  2  281,,93,1  1  0
Κανδάλου,1,1  205,71,0  0  0,,0,1  0  1
Κανδήλας,3,4  1.363,452,0  0  0,,0,3  0  3
Κερασιάς,2,2  498,177,1  0  78,,28,3  3  0
Κερασίτσης,1,1  802,240,0  0  0,,0,1  0  1
Κολλινών,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,5  1.816,550,0  0  0,,0,2  0  2
Μαυρογιάννη,0,0  0,0,1  2  207,,78,1  1  0
Μερκοβουνίου,1,1  693,252,5  2  2.397,,800,5  2  3
Νεοχωρίου,3,3  5.686,1.121,0  0  0,,0,1  0  1
Νεστάνης,2,3  1.036,375,1  0  426,,142,3  1  2
Παλαιοπύργου,1,1  1.062,434,0  0  0,,0,1  0  1
Παρθενίου,0,0  0,0,2  1  273,,91,2  2  0
Πιάνας,2,3  711,254,0  0  0,,0,2  1  1
Πικέρνη,1,1  600,120,0  0  0,,0,0  0  0
Ριζών,2,2  1.374,311,0  0  0,,0,1  0  1
Ροεινού,1,2  587,182,0  0  0,,0,2  2  0
Σιμιάδων,1,2  704,248,0  0  0,,0,2  0  2
Σκοπής,0,0  0,0,1  0  165,,55,0  0  0
Σταδίου,2,3  1.469,486,11  8  7.238,,1.897,7  2  5
Στενού,6,9  4.725,1.579,0  0  0,,0,3  0  3
Τζίβα,3,3  4.206,903,1  0  421,,281,2  1  1
Τσελεπάκου,3,3  620,180,0  0  0,,0,2  0  2
Χρυσοβιτσίου,2,4  1.356,452,0  0  0,,0,4  0  4
Χωτούσσης,0,0  0,0,1  1  58,,27,0  0  0
Ανατολικής Φαλαισίας,4,5  1.350,469,8  6  1.177,,385,14  10  4
Μεγαλοπόλεως,33,48  36.958,9.732,38  21  16.322,,2.878,57  14  43
Ακόβου,4,6  2.370,779,1  0  116,,30,4  1  3
Βάστα,1,2  1.181,338,0  0  0,,0,1  0  1
Βελιγοστής,0,0  0,0,3  4  1.202,,349,2  1  1
Γεφύρας,0,0  0,0,1  0  600,,200,0  0  0
?υρραχίου,1,1  342,107,1  1  315,,105,2  0  2
Καμάρας,0,0  0,0,1  0  245,,85,1  1  0
Λεονταρίου,1,2  615,205,2  1  72,,23,3  3  0
Νεοχωρίου Φαλαισίας,1,2  420,140,0  0  0,,0,1  0  1
Περιβολίων,1,2  188,63,0  0  0,,0,1  1  0
Πετρίνας,0,0  0,0,1  1  140,,54,1  1  0
Ποταμιάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  75,,25,1  1  0
Σουλαρίου,0,0  0,0,1  2  273,,88,1  1  0
Τουρκολέκα,1,2  432,146,0  0  0,,0,1  0  1
Φαλαισίας,0,0  0,0,4  2  879,,306,3  1  2
ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,829,1.327  834.689,226.745,321  261  234.209,,58.299,1.486  393  1.093
Κορίνθου,14,22  20.319,5.081,6  3  1.997,,675,21  4  17
Λουτρακίου Περαχώρας,18,24  29.516,8.390,13  8  5.963,,1.772,34  19  15
Ξυλοκάστρου,8,16  8.167,2.493,4  6  1.495,,462,35  15  20
Σικυώνος,7,11  6.326,1.791,2  1  309,,85,7  1  6
Αγγελοκάστρου,2,2  734,180,0  0  0,,0,1  1  0
Αγίου Ιωάννου,67,140  105.206,30.087,28  31  17.621,,5.233,225  82  143
Αγίων Θεοδώρων,2,2  92,51,2  2  1.530,,490,0  0  0
Αθικίων,73,111  93.308,25.823,24  20  23.299,,6.232,133  8  125
Αρχαίας Κορίνθου,2,3  1.907,473,0  0  0,,0,1  0  1
Αρχαίων Κλεωνών,1,1  1.362,387,0  0  0,,0,1  0  1
Ασπροκάμπου,0,0  0,0,1  0  38,,12,0  0  0
¶σσου,2,3  1.185,381,1  0  30,,15,3  0  3
Βέλου,9,12  4.322,1.386,3  2  973,,330,12  5  7
Βοχαϊκού,4,6  2.927,905,1  1  540,,192,6  1  5
Βραχατίου,32,60  27.374,8.789,10  6  2.384,,740,72  15  57
Γαλατά,1,2  1.013,334,0  0  0,,0,2  0  2
Γαλατακίου,73,122  47.425,15.063,34  38  14.612,,4.800,165  42  123
Γελινιατίκων,3,5  1.974,608,1  1  322,,96,4  0  4
Γκούρας,2,3  1.278,433,1  0  319,,99,5  0  5
Γονούσσης,5,8  4.415,1.556,7  7  2.127,,670,11  4  7
?άφνης,1,2  423,141,0  0  0,,0,2  0  2
?ενδρού,1,1  1.686,422,1  1  2.454,,614,0  0  0
?ερβενίου,5,8  3.592,1.059,1  2  560,,200,11  6  5
?ιμηνιού,6,10  3.118,941,3  3  1.050,,317,11  3  8
Εβροστίνης-Pοζενών,27,46  17.323,5.332,5  6  1.331,,424,44  6  38
Ελληνοχωρίου,1,1  336,119,0  0  0,,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Εξαμιλίων,13,17  21.396,4.773,5  1  1.986,562,10  0  10
Ευαγγελιστρίας,3,5  2.034,589,1  1  493,154,5  1  4
Ζεμενού,0,0  0,0,1  0  152,43,1  1  0
Ζευγολατιού,18,29  52.948,9.681,5  4  3.348,954,15  3  12
Θαλερού,3,5  1.387,451,1  2  438,153,5  1  4
Ισθμίας,17,26  14.274,4.641,4  1  654,200,26  12  14
Καλιάνων,1,1  339,99,0  0  0,0,1  0  1
Καλλιθέας,0,0  0,0,1  1  177,52,1  1  0
Καμαρίου,6,13  5.225,1.672,2  3  1.801,402,15  9  6
Καρυάς,4,5  2.715,900,0  0  0,0,5  0  5
Καστανέας,1,1  132,38,0  0  0,0,1  1  0
Καστρακίου,4,5  1.609,471,0  0  0,0,3  1  2
Κατακαλίου,46,68  45.804,11.651,20  17  7.462,2.298,85  18  67
Κάτω ¶σσου,12,18  17.469,3.255,5  6  2.364,777,18  2  16
Κάτω ?ιμηνιού,33,52  41.964,9.977,8  8  3.374,1.028,62  22  40
Κάτω Λουτρού,5,6  1.977,599,1  1  280,93,5  0  5
Κεφαλαρίου,1,1  345,115,1  1  357,123,2  0  2
Κλένιας,2,4  2.026,744,0  0  0,0,4  0  4
Κοκκωνίου,15,26  10.714,3.270,3  2  815,281,16  1  15
Κόρφου,7,11  4.655,1.434,2  1  1.670,548,12  5  7
Κουταλά,2,3  19.089,2.544,3  3  36.803,4.926,1  0  1
Κρηνών,1,2  603,180,0  0  0,0,1  0  1
Κρυονερίου,14,21  9.357,2.994,9  6  3.448,1.041,27  6  21
Κυλλήνης,1,2  876,292,0  0  0,0,1  0  1
Λαγκαδαιίκων,1,2  945,296,0  0  0,0,1  0  1
Λαλιώτου,13,22  6.344,2.043,0  0  0,0,11  7  4
Λαύκας,2,2  592,160,0  0  0,0,2  0  2
Λεοντίου,2,4  1.119,352,0  0  0,0,2  0  2
Λεχαίου,16,19  9.605,3.161,9  2  1.399,457,23  6  17
Λυγιάς,1,1  374,110,0  0  0,0,1  0  1
Λυκοποριάς,6,12  4.194,1.366,1  0  746,178,9  4  5
Μάννας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",6,7  3.449,989,0  0  0,,0,5  1  4
Μεγάλου Βάλτου,8,11  4.572,1.472,6  3  9.855,,1.519,17  1  16
Μελισσίου,11,22  7.374,2.972,5  6  2.286,,783,25  9  16
Μέσης Συνοικίας Τρικάλων,0,0  0,0,1  1  470,,127,0  0  0
Μεσινού,0,0  0,0,1  1  673,,136,0  0  0
Μοσιάς,1,2  527,173,0  0  0,,0,1  0  1
Μουλκίου,10,13  6.952,2.053,4  2  24.571,,5.059,12  0  12
Μποζικά,3,4  1.794,545,5  1  10.222,,1.731,3  1  2
Μπολατίου,3,4  2.007,622,4  3  1.090,,350,7  0  7
Νεμέας,26,37  40.548,10.650,14  10  18.606,,5.039,33  8  25
Νεράντζης,4,15  4.665,1.554,1  1  270,,83,11  0  11
Νέων Βρυσουλών,1,2  425,117,0  0  0,,0,1  0  1
Ξυλοκερίζης,9,14  4.224,1.188,1  1  80,,25,9  3  6
Παναριτίου,1,1  660,202,1  0  163,,51,2  0  2
Πανοράματος,2,2  876,269,0  0  0,,0,2  0  2
Παραδεισίου,0,0  0,0,1  0  153,,48,1  1  0
Πασίου,17,31  11.543,3.403,5  4  1.298,,400,29  9  20
Περιγιαλίου,7,7  2.130,689,2  2  660,,210,10  4  6
Πετρίου,1,1  394,102,0  0  0,,0,1  0  1
Πισίων,5,7  1.656,532,0  0  0,,0,5  1  4
Πιτσών,3,3  648,197,2  2  423,,136,5  3  2
Πουλλίτσης,4,5  10.362,1.928,1  0  84,,30,3  1  2
Πύργου,2,3  1.332,397,1  0  144,,47,2  0  2
Ρίζης,6,7  1.991,630,1  1  728,,208,7  1  6
Σαρανταπήχου,2,4  1.027,355,1  0  306,,96,3  0  3
Σικυώνος,1,1  314,84,0  0  0,,0,1  0  1
Σουλίου,30,50  18.775,5.359,12  9  8.125,,2.264,42  15  27
Σοφικού,5,7  9.142,2.372,4  3  1.783,,512,9  2  7
Στενού,1,1  351,100,0  0  0,,0,1  0  1
Στεφανίου,2,2  1.007,334,0  0  0,,0,0  0  0
Στιμάγκας,5,5  8.541,1.265,2  1  329,,106,3  3  0
Στομίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,4  1.311,439,0  0  0,,0,3  0  3
Στυλίων,1,2  570,164,0  0  0,,0,1  0  1
Στυμφαλίας,1,1  790,200,1  1  315,,95,1  0  1
Συκέας,11,21  6.866,2.222,4  4  666,,213,24  9  15
Ταρσινών,3,4  5.343,830,2  2  1.357,,402,4  0  4
Τιτάνης,11,14  4.400,1.443,2  1  846,,301,12  2  10
Φενεού,1,1  196,65,4  3  1.148,,336,5  4  1
Χιλιομοδίου,7,8  2.488,746,3  1  837,,264,8  2  6
ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,423,698  326.998,99.131,451  383  164.254,,51.899,962  351  611
Γυθείου,4,5  2.487,765,2  0  199,,64,9  5  4
Κότρωνα,9,15  4.508,1.436,5  3  1.376,,408,16  2  14
Λαγίας,1,1  426,175,0  0  0,,0,1  0  1
Μολάων,1,1  136,45,0  0  0,,0,0  0  0
Αγίου ?ημητρίου Ζάρακος,6,10  4.194,1.182,4  2  840,,274,8  2  6
Αγίου Νικολάου Βοιών,3,5  4.261,1.049,5  3  1.519,,436,7  1  6
Ασωπού,8,10  1.815,561,12  12  3.372,,1.099,14  5  9
Βελιών,0,0  0,0,3  2  436,,121,2  2  0
Βλαχιώτη,0,0  0,0,1  2  600,,239,2  0  2
Γλυκόβρυσης,1,1  192,64,1  0  68,,24,1  0  1
Ελαφονήσου,4,9  2.253,827,5  5  1.385,,447,15  9  6
Έλους,3,5  1.095,342,8  7  2.242,,721,8  3  5
Κάμπου,1,1  270,68,1  1  141,,47,2  1  1
Λαχίου,1,1  165,55,0  0  0,,0,1  1  0
Μονεμβασίας,22,31  17.490,5.966,27  18  8.374,,3.041,62  32  30
Νιάτων,3,6  3.420,916,6  6  2.016,,621,9  1  8
Ρειχέας,4,5  2.710,908,12  8  2.688,,839,11  4  7
Συκέας,0,0  0,0,1  0  111,,36,1  1  0
Φαρακλού,0,0  0,0,1  0  96,,30,0  0  0
Σπαρτιατών,80,155  106.006,30.915,87  82  46.528,,14.521,227  70  157
Αγίου Ιωάννου,0,0  0,0,1  2  1.239,,192,1  0  1
Αγίων Αναργύρων,1,1  200,66,0  0  0,,0,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αναβρυτής,0,0  0,0,1  1  282,88,1  0  1
Ανωγείων,12,19  9.729,3.041,9  11  2.675,861,22  7  15
¶ρνης,24,40  16.823,5.147,28  30  8.452,2.672,65  18  47
Βαρβίτσης,0,0  0,0,1  2  327,99,2  2  0
Βασιλακίου,0,0  0,0,1  1  220,47,1  1  0
Βασιλικής,7,13  6.535,2.152,19  15  3.422,1.178,20  11  9
Γερακίου,5,7  3.541,1.154,10  6  2.418,788,9  2  7
Γεωργιτσίου,0,0  0,0,1  1  162,54,1  1  0
Γκοριτσάς,3,3  707,238,3  3  982,329,3  1  2
?άφνης,0,0  0,0,3  0  949,206,2  1  1
?αφνίου,0,0  0,0,1  0  10,3,0  0  0
Θεολόγου,0,0  0,0,1  0  90,30,0  0  0
Καλλιθέας,1,3  938,328,0  0  0,0,2  0  2
Καλυβίων Σοχάς,0,0  0,0,1  2  90,30,0  0  0
Καρυών,0,0  0,0,3  2  532,264,1  1  0
Καστορείου,1,1  176,59,6  4  1.235,382,3  1  2
Κροκεών,80,130  48.067,15.282,51  41  16.765,5.320,173  83  90
Λάγιου,1,1  230,75,1  1  7.500,1.840,0  0  0
Λευκοχώματος,0,0  0,0,1  1  115,35,0  0  0
Λογγάστρας,0,0  0,0,1  1  90,30,1  1  0
Λογκανίκου,1,2  465,155,0  0  0,0,1  0  1
Μαγούλας,16,25  10.407,3.342,12  4  3.570,1.309,27  9  18
Μυστρά,13,21  6.253,2.111,7  5  2.854,947,18  0  18
Ξηροκαμπίου,48,79  39.517,10.760,64  59  25.550,8.333,105  29  76
Πελλάνας,4,6  1.692,564,3  1  126,44,5  1  4
Ποταμιάς,0,0  0,0,1  1  282,94,1  0  1
Σελλασίας,5,9  1.998,735,5  7  2.059,599,11  3  8
Σκάλας,12,18  10.227,2.975,15  12  5.290,1.564,23  5  18
Στεφανιάς,1,1  140,46,2  3  207,69,3  2  1
Αρεοπόλεως,0,0  0,0,1  0  36,12,0  0  0
Νέου Οιτύλου,4,6  2.478,853,0  0  0,0,10  5  5
Οιτύλου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",33,52  15.447,4.774,16  15  4.531,1.447,53  26  27
Πύργου ?ιρού,0,0  0,0,1  1  203,65,1  1  0
ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,826,1.383  583.453,175.986,394  323  162.547,45.219,1.565  561  1.004
Καλαμάτας,54,97  35.884,11.104,21  22  31.517,7.100,109  33  76
Αβίας,2,4  739,220,0  0  0,0,3  0  3
Αιθαίας,1,1  750,250,0  0  0,0,1  0  1
Αλωνίων,0,0  0,0,1  0  83,27,0  0  0
Ανθείας,0,0  0,0,1  0  150,50,0  0  0
Αντικαλάμου,2,3  1.805,493,1  1  249,83,4  1  3
¶ριος,9,12  3.681,1.095,2  2  695,209,12  2  10
Αριοχωρίου,1,1  171,45,1  0  156,51,2  2  0
Αρφαρών,16,21  5.510,1.760,4  6  1.227,422,18  2  16
Ασπροχώματος,3,3  2.670,762,0  0  0,0,0  0  0
Βέργας,4,6  3.588,1.057,2  0  2.028,580,5  0  5
Εξωχωρίου,1,1  600,200,0  0  0,0,1  0  1
Θαλαμών,1,1  149,45,0  0  0,0,1  1  0
Θουρίας,4,6  13.738,2.549,3  4  544,178,7  2  5
Καρδαμύλης,15,24  15.207,4.826,14  16  5.516,1.734,37  21  16
Κέντρου,0,0  0,0,1  1  190,59,1  1  0
Λαιίκων,4,5  2.835,910,3  4  1.268,431,8  2  6
Μικράς Μαντινείας,2,3  1.235,383,0  0  0,0,2  0  2
Μικρομάνης,0,0  0,0,1  0  172,57,1  1  0
Νεοχωρίου,30,46  16.586,5.085,11  7  2.116,684,57  25  32
Πλατέος,2,2  1.246,356,1  0  201,27,4  2  2
Προαστίου,1,1  201,67,0  0  0,0,1  0  1
Προσηλίου,1,1  139,42,0  0  0,0,1  1  0
Πύργου,0,0  0,0,1  0  381,115,0  0  0
Ριγκλίων,1,1  474,163,0  0  0,0,1  0  1
Σπερχογείας,3,3  1.892,435,1  0  54,18,3  1  2
Σωτηριανίκων,0,0  0,0,2  2  365,117,2  1  1
Τσερίων,0,0  0,0,1  1  534,164,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ανδρούσης,3,3  3.783,307,1  0  50,,18,3  0  3
Μελιγαλά,5,6  4.067,1.022,0  0  0,,0,3  1  2
Μεσσήνης,5,5  1.109,334,0  0  0,,0,2  1  1
Αγριλοβούνου,0,0  0,0,1  0  91,,24,1  1  0
Αμφιθέας,1,1  75,25,0  0  0,,0,0  0  0
Αναλήψεως,1,1  532,190,1  1  308,,102,2  0  2
Ανδανίας,2,3  3.907,709,0  0  0,,0,1  0  1
Ανθούσης,2,2  228,66,0  0  0,,0,1  1  0
Αριστομένους,2,2  557,161,0  0  0,,0,2  1  1
Βαλύρας,3,3  959,315,2  1  369,,123,5  2  3
Βελίκας,4,4  1.059,316,0  0  0,,0,4  1  3
Βουταίνης,1,1  199,56,0  0  0,,0,1  1  0
?εσύλλα,1,2  592,197,0  0  0,,0,2  0  2
?ιαβολιτσίου,3,5  2.583,737,0  0  0,,0,2  0  2
?ραϊνας,1,1  383,101,0  0  0,,0,1  0  1
Εύας,2,2  568,189,2  2  297,,99,2  0  2
Ζερμπισίων,1,1  95,34,0  0  0,,0,0  0  0
Ζευγολατιού,1,1  137,30,0  0  0,,0,0  0  0
Καλλιρρόης,3,3  751,232,3  2  1.053,,360,5  0  5
Καρτερολίου,1,1  160,42,0  0  0,,0,1  1  0
Κάτω Μελπείας,1,1  217,72,1  1  255,,56,1  0  1
Κεντρικού,1,1  332,92,0  0  0,,0,1  0  1
Κεφαλοβρύσου,1,1  319,84,1  0  95,,31,2  1  1
Κλήματος,0,0  0,0,1  1  66,,22,1  1  0
Λαμπαίνης,1,2  247,65,2  1  367,,101,2  1  1
Λυκοτράφου,1,1  295,98,1  0  431,,113,1  0  1
Μαγούλας,3,3  911,271,0  0  0,,0,3  1  2
Μαδένης,1,1  345,113,0  0  0,,0,1  0  1
Μαυρομματίου Ιθώμης,2,2  355,114,1  0  115,,38,1  0  1
Μερόπης,3,3  1.136,331,2  2  362,,120,5  2  3
Μίλα,3,4  567,171,0  0  0,,0,3  2  1
Νεοχωρίου Αριστομένους,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  963,272,0  0  0,,0,2  0  2
Νεοχωρίου Ιθώμης,1,1  342,90,0  0  0,,0,0  0  0
Οιχαλίας,5,6  1.620,550,4  4  965,,278,7  4  3
Πεύκου,1,1  97,31,0  0  0,,0,1  1  0
Πιλαλίστρας,1,1  112,32,0  0  0,,0,0  0  0
Πιπερίτσης,2,3  818,244,0  0  0,,0,3  2  1
Πολυλόφου,0,0  0,0,1  0  180,,60,0  0  0
Στενυκλάρου,3,4  1.086,340,4  3  1.099,,316,4  2  2
Στέρνας,1,1  220,60,1  1  77,,33,1  1  0
Στρεφίου,0,0  0,0,2  2  310,,103,2  1  1
Τρικόρφου,0,0  0,0,1  0  72,,24,0  0  0
Τσουκαλαιίκων,1,2  570,150,0  0  0,,0,2  1  1
Πύλου,21,35  15.780,4.625,14  9  4.554,,1.452,34  9  25
Αχλαδοχωρίου,1,1  187,62,1  1  235,,78,2  1  1
Βασιλιτσίου,2,2  633,211,1  1  265,,81,2  0  2
Βλάση,1,2  1.236,412,2  0  281,,85,4  2  2
Βλαχοπούλου,0,0  0,0,2  1  384,,132,1  1  0
Βουναρίων,2,2  356,120,0  0  0,,0,2  1  1
Γλυφάδας,1,2  138,46,1  1  318,,100,2  2  0
?άρα,1,1  252,84,1  1  232,,77,2  0  2
Ευαγγελισμού,24,36  13.646,4.276,4  3  7.071,,807,26  4  22
Καινούργιου Χωρίου,16,25  9.464,2.719,9  7  3.744,,1.047,23  8  15
Καρποφόρων,2,3  784,268,0  0  0,,0,2  1  1
Κορυφασίου,2,2  340,93,1  1  141,,47,2  1  1
Κορώνης,44,67  19.871,6.335,5  4  970,,316,71  37  34
Κουκκουνάρας,2,4  1.863,564,0  0  0,,0,2  0  2
Κρεμμυδίων,0,0  0,0,2  0  46,,26,1  1  0
Κυνηγού,0,0  0,0,1  0  354,,118,1  0  1
Λαχανάδας,3,4  851,287,0  0  0,,0,4  3  1
Λογγάς,8,11  4.182,1.391,6  3  1.144,,377,13  7  6
Μεθώνης,32,50  26.759,8.547,18  7  2.856,,946,42  13  29
Μεσοποτάμου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  309,106,1  0  77,,24,2  1  1
Μεσοχωρίου,1,1  240,70,0  0  0,,0,1  1  0
