Ξηροκαμπίου,,,,,,,
Τοπική Κοινότητα,0,0  0,0,1  0  204,,68,0  0  0
Παλαιοπαναγίας,,,,,,,
?ημοτική Κοινότητα Γυθείου,43,67  34.199,9.000,16  17  5.490,,1.901,68  39  29
Τοπική Κοινότητα Καλυβίων,0,0  0,0,1  2  630,,212,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Καρβελά,0,0  0,0,1  1  210,70,1  0  1
Τοπική Κοινότητα Μαραθέας,1,2  932,244,0  0  0,0,2  2  0
Τοπική Κοινότητα Κότρωνα,3,5  1.676,480,3  1  805,136,6  5  1
Τοπική Κοινότητα Κοκκάλας,1,1  165,46,0  0  0,0,1  1  0
Τοπική Κοινότητα Αρεοπόλεως,2,2  4.281,1.276,0  0  0,0,1  0  1
Τοπική Κοινότητα Βάχου,0,0  0,0,1  1  161,53,1  1  0
Τοπική Κοινότητα Μίνας,0,0  0,0,2  1  121,40,0  0  0
Τοπική Κοινότητα Οιτύλου,1,2  723,241,0  0  0,0,2  0  2
Τοπική Κοινότητα Πύργου,1,2  1.994,632,0  0  0,0,0  0  0
?ιρού,,,,,,
?ΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ,7,14  17.318,5.149,4  6  2.182,686,30  24  6
?ημοτική Κοινότητα Σκάλας,14,16  6.568,1.751,11  12  3.616,1.263,16  3  13
Τοπική Κοινότητα Βρονταμά,0,0  0,0,2  4  1.914,638,2  0  2
Τοπική Κοινότητα Λεήμονα,0,0  0,0,1  0  60,20,1  0  1
Τοπική Κοινότητα Περιστερίου,0,0  0,0,1  1  18,6,1  1  0
?ημοτική Κοινότητα Βλαχιώτη,2,2  568,190,1  1  385,124,2  0  2
Τοπική Κοινότητα Μυρτέας,0,0  0,0,1  0  312,96,0  0  0
Τοπική Κοινότητα Γερακίου,5,6  10.893,2.115,1  1  144,48,3  0  3
Τοπική Κοινότητα Καλλιθέας,1,1  150,50,0  0  0,0,0  0  0
Τοπική Κοινότητα Κροκεών,2,3  617,208,2  1  198,66,2  1  1
Τοπική Κοινότητα ?αφνίου,0,0  0,0,1  1  446,159,2  0  2
?ημοτική Κοινότητα Μολάων,15,27  18.790,5.897,11  9  20.932,7.126,39  20  19
Τοπική Κοινότητα Ελαίας,1,2  507,169,3  4  1.413,334,5  2  3
Τοπική Κοινότητα Συκέας,1,2  579,193,0  0  0,0,1  0  1
Τοπική Κοινότητα,4,8  2.379,813,2  3  151,49,10  4  6
Παπαδιανίκων,,,,,,
Τοπική Κοινότητα ?αιμονίας,3,6  1.911,662,0  0  0,0,5  3  2
?ημοτική Κοινότητα,6,10  3.264,1.061,5  7  2.735,872,12  1  11
Νεαπόλεως,,,,,,
Τοπική Κοινότητα Αγίου,4,7  2.852,777,0  0  0,0,5  0  5
Γεωργίου,,,,,,
Τοπική Κοινότητα Αγίου,0,0  0,0,1  2  216,72,1  1  0
Νικολάου Βοιών,,,,,,
Τοπική Κοινότητα Αγίων,1,1  417,100,0  0  0,0,1  0  1
Αποστόλων,,,,,,
Τοπική Κοινότητα Βελανιδίων,0,0  0,0,2  4  452,142,3  2  1
Τοπική Κοινότητα Ελίκας,1,1  550,139,3  2  566,197,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα,1,3  947,288,0  0  0,,0,3  3  0
Παντανάσσης,,,,,,,
Τοπική Κοινότητα Ρειχέας,0,0  0,0,1  3  425,,127,1  0  1
Τοπική Κοινότητα Κυπαρισσίου,0,0  0,0,2  1  200,,69,0  0  0
Τοπική Κοινότητα Χάρακος,0,0  0,0,1  1  296,,95,1  1  0
Τοπική Κοινότητα Μονεμβασίας,21,29  27.078,8.721,13  18  4.749,,1.577,43  23  20
Τοπική Κοινότητα Αγγελώνας,1,2  1.597,691,1  0  1.536,,281,3  0  3
Τοπική Κοινότητα Αγίου,0,0  0,0,1  2  378,,95,2  1  1
?ημητρίου Μονεμβασίας,,,,,,,
Τοπική Κοινότητα Νομίων,6,12  7.398,3.314,0  0  0,,0,12  0  12
Τοπική Κοινότητα Ταλάντων,0,0  0,0,1  2  434,,145,2  0  2
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,319,541  232.231,66.945,174  162  82.118,,23.217,576  204  372
ΜΕΣΣΗΝΙΑΣ,,,,,,,
?ημοτική Κοινότητα Καλαμάτας,123,208  100.511,27.884,64  64  46.032,,12.390,234  101  133
Τοπική Κοινότητα Αρτεμισίας,1,1  108,31,0  0  0,,0,1  1  0
Τοπική Κοινότητα,1,1  277,60,0  0  0,,0,0  0  0
Ασπροχώματος,,,,,,,
?ημοτική Κοινότητα Βέργας,15,30  19.913,5.163,0  0  0,,0,25  8  17
Τοπική Κοινότητα Ελαιοχωρίου,1,2  540,152,0  0  0,,0,1  0  1
Τοπική Κοινότητα Μικράς,2,4  1.523,507,0  0  0,,0,4  0  4
Μαντινείας,,,,,,,
Τοπική Κοινότητα ’ριος,2,4  940,270,0  0  0,,0,1  0  1
Τοπική Κοινότητα Αρφαρών,4,6  1.498,479,4  6  2.313,,680,8  3  5
Τοπική Κοινότητα Καρδαμύλης,21,37  12.695,3.745,14  10  4.657,,1.385,45  13  32
Τοπική Κοινότητα Αγίου,2,4  1.638,545,3  6  576,,193,6  4  2
Νικολάου,,,,,,,
Τοπική Κοινότητα Εξωχωρίου,0,0  0,0,1  1  132,,37,1  1  0
Τοπική Κοινότητα Νεοχωρίου,4,7  1.808,594,0  0  0,,0,4  0  4
Τοπική Κοινότητα Πλάτσης,2,4  1.316,364,0  0  0,,0,3  1  2
Τοπική Κοινότητα Προαστίου,1,2  906,242,0  0  0,,0,2  0  2
Τοπική Κοινότητα Κάμπου,1,2  413,113,1  0  390,,92,2  0  2
Τοπική Κοινότητα ?ολών,2,4  2.216,658,1  0  57,,19,7  5  2
Τοπική Κοινότητα,0,0  0,0,1  1  444,,152,2  2  0
Σταυροπηγίου,,,,,,,
?ημοτική Κοινότητα Μεσσήνης,19,31  10.993,3.497,8  10  2.114,,643,27  7  20
Τοπική Κοινότητα Αβραμιού,0,0  0,0,1  0  26,,31,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Αναλήψεως,1,2  1.514,366,0  0  0,,0,2  0  2
Τοπική Κοινότητα Μαδένης,1,1  370,101,0  0  0,,0,1  0  1
Τοπική Κοινότητα Νεοχωρίου,1,3  850,270,0  0  0,,0,3  0  3
Αριστομένους,,,,,,,
Τοπική Κοινότητα Λογγάς,1,1  157,57,0  0  0,,0,0  0  0
Τοπική Κοινότητα Αδριανής,1,1  423,103,0  0  0,,0,0  0  0
Τοπική Κοινότητα Χράνων,2,3  3.951,1.154,0  0  0,,0,4  4  0
Τοπική Κοινότητα Ανδρούσης,1,1  1.221,316,1  2  295,,90,2  0  2
Τοπική Κοινότητα Αγριλιάς,1,1  75,25,0  0  0,,0,1  1  0
Μεσσήνης,,,,,,,
Τοπική Κοινότητα Μάνεση,0,0  0,0,1  2  791,,215,2  0  2
Τοπική Κοινότητα,0,0  0,0,1  1  85,,27,0  0  0
Πλατανόβρυσης,,,,,,,
Τοπική Κοινότητα Στέρνας,0,0  0,0,1  0  120,,40,1  1  0
Τοπική Κοινότητα Χαραυγής,1,1  216,72,0  0  0,,0,1  1  0
Τοπική Κοινότητα Βαλύρας,2,2  644,186,1  0  328,,82,3  0  3
Τοπική Κοινότητα,1,1  198,66,1  1  288,,96,2  1  1
Αριστοδημείου,,,,,,,
Τοπική Κοινότητα Αρχαίας,1,1  809,238,0  0  0,,0,1  0  1
Μεσσήνης,,,,,,,
Τοπική Κοινότητα Πεταλιδίου,3,6  1.682,504,0  0  0,,0,3  1  2
Τοπική Κοινότητα ?ροσιάς,1,1  442,80,0  0  0,,0,1  0  1
Τοπική Κοινότητα,1,1  883,25,0  0  0,,0,0  0  0
Καρποφόρων,,,,,,,
Τοπική Κοινότητα Πανιπερίου,0,0  0,0,1  0  105,,35,1  1  0
Τοπική Κοινότητα Μελιγαλά,3,6  2.437,782,2  1  480,,150,7  2  5
Τοπική Κοινότητα ?ιαβολιτσίου,0,0  0,0,1  0  307,,105,1  0  1
Τοπική Κοινότητα ?ωρίου,1,2  429,125,2  0  762,,254,2  1  1
Τοπική Κοινότητα Σκληρού,1,1  240,80,0  0  0,,0,1  0  1
Τοπική Κοινότητα Μερόπης,3,6  1.201,410,1  0  250,,70,5  1  4
Τοπική Κοινότητα Οιχαλίας,5,7  1.867,603,2  1  188,,61,5  3  2
Τοπική Κοινότητα Πεύκου,1,1  230,76,1  2  406,,123,3  2  1
?ημοτική Κοινότητα Πύλου,21,33  11.428,3.673,10  9  1.829,,588,35  13  22
Τοπική Κοινότητα Μεσοχωρίου,1,1  516,145,0  0  0,,0,1  0  1
Τοπική Κοινότητα Πύλας,0,0  0,0,1  1  321,,107,1  0  1
Τοπική Κοινότητα Κορώνης,2,4  1.633,502,1  0  67,,40,2  0  2
Τοπική Κοινότητα Βασιλιτσίου,2,4  1.819,588,0  0  0,,0,5  1  4
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Καπλανίου,1,1  443,143,0  0  0,,0,1  0  1
Τοπική Κοινότητα Χαρακοπίου,2,3  2.650,792,0  0  0,,0,1  0  1
Τοπική Κοινότητα Μεθώνης,3,4  2.588,808,2  1  261,,123,3  1  2
Τοπική Κοινότητα,0,0  0,0,2  3  3.267,,722,0  0  0
Ευαγγελισμού,,,,,,,
Τοπική Κοινότητα Λαχανάδας,1,1  859,387,0  0  0,,0,2  0  2
Τοπική Κοινότητα Φοινικούντος,2,3  851,298,0  0  0,,0,2  1  1
?ημοτική Κοινότητα Χώρας,1,1  454,98,2  0  234,,63,3  3  0
Τοπική Κοινότητα Κορυφασίου,3,5  2.659,901,0  0  0,,0,5  1  4
Τοπική Κοινότητα Ρωμανού,3,5  1.632,498,1  1  198,,66,5  2  3
Τοπική Κοινότητα,1,1  342,114,0  0  0,,0,2  0  2
Βλαχοπούλου,,,,,,,
Τοπική Κοινότητα Κρεμμυδίων,2,3  911,353,0  0  0,,0,2  0  2
Τοπική Κοινότητα,0,0  0,0,1  1  15,,5,0  0  0
Μεσοποτάμου,,,,,,,
?ημοτική Κοινότητα,18,38  12.449,3.905,19  22  7.767,,2.422,40  6  34
Κυπαρισσίας,,,,,,,
Τοπική Κοινότητα Αρμενιών,0,0  0,0,2  3  414,,134,2  0  2
Τοπική Κοινότητα Βρυσών,1,1  927,271,0  0  0,,0,1  0  1
Τοπική Κοινότητα,0,0  0,0,1  0  516,,172,1  0  1
Περδικονερίου,,,,,,,
Τοπική Κοινότητα Κοπανακίου,2,4  583,192,1  2  364,,123,2  0  2
Τοπική Κοινότητα Αγριλιάς,1,1  200,49,2  0  584,,193,2  0  2
Τριφυλίας,,,,,,,
Τοπική Κοινότητα Μοναστηρίου,0,0  0,0,1  0  42,,14,1  1  0
Τοπική Κοινότητα,0,0  0,0,1  0  270,,95,0  0  0
Σιδηροκάστρου,,,,,,,
Τοπική Κοινότητα Αυλώνος,1,1  219,73,1  1  60,,19,2  1  1
Τοπική Κοινότητα Καλού Νερού,1,2  836,251,1  0  645,,150,2  2  0
?ημοτική Κοινότητα,9,16  7.054,2.019,6  5  2.498,,700,16  3  13
Γαργαλιάνων,,,,,,,
Τοπική Κοινότητα Λεύκης,1,2  418,95,0  0  0,,0,1  0  1
Τοπική Κοινότητα,1,2  542,184,0  0  0,,0,1  0  1
Μαραθοπόλεως,,,,,,,
Τοπική Κοινότητα Ροδιάς,1,1  1.300,200,0  0  0,,0,0  0  0
?ημοτική Κοινότητα Φιλιατρών,4,8  1.784,463,5  5  1.620,,511,10  4  6
ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ,381,573  284.064,81.512,162  143  75.746,,21.778,598  204  394
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΑΙΓΑΙΟΥ,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,123,192  88.559,24.188,36  30  8.706,2.711,188  63  125
ΛΕΣΒΟΥ,,,,,,
?ημοτική Κοινότητα Μυτιλήνης,48,77  43.001,11.259,13  16  3.044,1.019,76  21  55
Τοπική Κοινότητα Αγίας,1,2  660,208,0  0  0,0,1  0  1
Μαρίνης,,,,,,
?ημοτική Κοινότητα Λουτρών,0,0  0,0,1  1  16,70,1  0  1
?ημοτική Κοινότητα Παμφίλων,1,2  969,257,0  0  0,0,2  0  2
Τοπική Κοινότητα Παναγιούδας,1,1  507,115,0  0  0,0,1  0  1
?ημοτική Κοινότητα Αγίας,3,3  3.429,956,3  3  815,260,3  2  1
Παρασκευής,,,,,,
?ημοτική Κοινότητα Παππάδου,5,7  2.973,999,0  0  0,0,7  3  4
Τοπική Κοινότητα Πλακάδου,1,2  869,174,0  0  0,0,2  0  2
?ημοτική Κοινότητα Ερεσού,10,16  3.866,1.119,4  1  1.274,351,12  3  9
?ημοτική Κοινότητα Αντίσσης,1,1  209,60,0  0  0,0,0  0  0
?ημοτική Κοινότητα,0,0  0,0,1  1  306,102,1  0  1
Μεσοτόπου,,,,,,
Τοπική Κοινότητα Συκούντος,1,2  239,70,0  0  0,0,1  0  1
Τοπική Κοινότητα Κάτω,0,0  0,0,2  1  264,78,2  2  0
Τρίτους,,,,,,
?ημοτική Κοινότητα Καλλονής,13,19  9.622,2.618,2  2  133,46,19  10  9
?ημοτική Κοινότητα,2,3  1.057,392,1  1  148,37,4  1  3
Λουτροπόλεως Θερμής,,,,,,
Τοπική Κοινότητα Μιστεγνών,1,1  309,74,0  0  0,0,0  0  0
?ημοτική Κοινότητα,4,7  2.036,666,1  1  213,71,9  6  3
Μανταμάδου,,,,,,
?ημοτική Κοινότητα Μηθύμνης,4,5  2.484,680,1  2  872,198,7  5  2
?ημοτική Κοινότητα Πέτρας,5,9  3.401,1.066,4  1  900,308,11  5  6
?ημοτική Κοινότητα,12,20  7.372,1.987,0  0  0,0,18  3  15
Πλωμαρίου,,,,,,
Τοπική Κοινότητα,1,4  1.000,266,0  0  0,0,2  0  2
Παλαιοχωρίου,,,,,,
?ημοτική Κοινότητα Πολιχνίτου,8,10  4.458,1.202,1  0  310,83,8  1  7
Τοπική Κοινότητα Βασιλικών,0,0  0,0,1  0  268,48,0  0  0
Τοπική Κοινότητα Βρίσας,1,1  98,20,1  0  143,40,1  1  0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,37,59  21.147,6.799,10  5  3.118,967,76  37  39
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΙΚΑΡΙΑΣ,,,,,,
?ημοτική Κοινότητα Αγίου,11,18  6.020,1.987,4  2  785,230,20  5  15
Κηρύκου,,,,,,
Τοπική Κοινότητα Ευδήλου,15,27  10.363,3.376,1  0  51,17,34  21  13
Τοπική Κοινότητα Αρεθούσης,1,1  264,88,0  0  0,0,1  0  1
Τοπική Κοινότητα,1,1  210,70,0  0  0,0,1  0  1
Καραβοστάμου,,,,,,
Τοπική Κοινότητα Μαγγανίτου,1,1  591,131,1  0  110,40,0  0  0
Τοπική Κοινότητα Φραντάτου,1,1  243,81,0  0  0,0,1  0  1
?ημοτική Κοινότητα Ραχών,7,10  3.456,1.066,2  0  1.694,525,17  11  6
Τοπική Κοινότητα Αγίου,0,0  0,0,1  1  216,72,1  0  1
Πολυκάρπου,,,,,,
?ΗΜΟΣ ΦΟΥΡΝΩΝ ΚΟΡΣΕΩΝ,0,0  0,0,1  2  262,83,1  0  1
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,36,50  22.956,6.683,6  3  1.124,344,50  21  29
ΛΗΜΝΟΥ,,,,,,
?ημοτική Κοινότητα Μυριναίων,32,44  19.794,5.803,6  3  1.124,344,43  15  28
Τοπική Κοινότητα Κάσπακα,1,2  1.139,341,0  0  0,0,6  6  0
Τοπική Κοινότητα Αγίου,1,1  1.577,399,0  0  0,0,0  0  0
?ημητρίου,,,,,,
Τοπική Κοινότητα Κοντιά,2,3  446,140,0  0  0,0,1  0  1
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,57,74  39.593,9.494,31  25  10.614,2.972,80  22  58
ΣΑΜΟΥ,,,,,,
?ημοτική Κοινότητα Σαμίων,5,8  9.048,1.369,11  7  4.925,1.337,13  3  10
Τοπική Κοινότητα Αγίου,0,0  0,0,1  0  145,45,1  0  1
Κωνσταντίνου,,,,,,
?ημοτική Κοινότητα Βαθέος,3,4  2.020,618,0  0  0,0,4  0  4
Τοπική Κοινότητα Βουρλιωτών,1,1  149,49,0  0  0,0,1  1  0
Τοπική Κοινότητα Κοκκαρίου,4,4  1.606,535,0  0  0,0,5  1  4
?ημοτική Κοινότητα,12,18  9.536,2.536,8  9  1.848,578,18  7  11
Καρλοβασίων,,,,,,
Τοπική Κοινότητα Αγίων,3,3  984,210,0  0  0,0,1  1  0
Θεοδώρων,,,,,,
Τοπική Κοινότητα ?ρακαίων,1,1  569,185,0  0  0,0,1  0  1
Τοπική Κοινότητα,0,0  0,0,3  1  1.831,497,1  0  1
Κοντακαιίκων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Λέκας,1,1  111,30,0  0  0,,0,0  0  0
Τοπική Κοινότητα Υδρούσσης,0,0  0,0,1  2  105,,35,1  0  1
?ημοτική Κοινότητα,14,20  9.063,2.275,3  1  364,,103,21  8  13
Μαραθοκάμπου,,,,,,,
Τοπική Κοινότητα Καλλιθέας,1,1  81,22,1  1  117,,39,1  1  0
Τοπική Κοινότητα Κουμαιίκων,1,1  642,172,0  0  0,,0,2  0  2
Τοπική Κοινότητα Νεοχωρίου,0,0  0,0,1  2  488,,149,1  0  1
?ημοτική Κοινότητα,5,6  1.375,458,0  0  0,,0,7  0  7
Πυθαγορείου,,,,,,,
Τοπική Κοινότητα Μεσογείου,0,0  0,0,1  1  560,,130,1  0  1
Τοπική Κοινότητα Μύλων,1,1  96,19,0  0  0,,0,0  0  0
?ημοτική Κοινότητα,2,2  3.616,798,0  0  0,,0,0  0  0
Μυτιληνιών,,,,,,,
Τοπική Κοινότητα Πύργου,2,2  622,198,0  0  0,,0,1  0  1
?ημοτική Κοινότητα Χώρας,1,1  75,20,1  1  231,,59,0  0  0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,128,198  111.809,34.348,79  80  52.184,,14.784,204  61  143
ΧΙΟΥ,,,,,,,
?ημοτική Κοινότητα Χίου,99,156  84.414,26.285,60  60  41.804,,11.502,160  42  118
?ημοτική Κοινότητα Θυμιανών,9,14  17.354,4.875,1  3  1.307,,410,4  0  4
Τοπική Κοινότητα Νεοχωρίου,1,1  288,86,1  2  687,,214,3  0  3
Τοπική Κοινότητα Βολισσού,2,3  497,169,1  0  353,,121,3  1  2
?ημοτική Κοινότητα,1,1  122,40,0  0  0,,0,0  0  0
Καλλιμασιάς,,,,,,,
Τοπική Κοινότητα Χαλκείου,3,4  1.425,502,2  2  969,,357,4  4  0
Τοπική Κοινότητα Αγίου,2,2  344,109,1  1  50,,20,2  2  0
Γεωργίου Συκούση,,,,,,,
?ημοτική Κοινότητα,3,5  1.589,456,6  3  3.738,,1.034,7  1  6
Καρδαμύλων,,,,,,,
Τοπική Κοινότητα Αμάδων,1,1  215,62,0  0  0,,0,1  1  0
?ημοτική Κοινότητα Πυργίου,1,1  182,57,2  4  1.341,,405,3  2  1
?ημοτική Κοινότητα Βροντάδου,3,5  3.263,1.021,3  3  1.287,,463,7  0  7
?ΗΜΟΣ ΟΙΝΟΥΣΣΩΝ,1,1  386,121,2  2  648,,258,1  0  1
?ΗΜΟΣ ΨΑΡΩΝ,2,4  1.730,565,0  0  0,,0,9  8  1
ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ,906,1.390  953.292,251.566,350  351  190.392,,57.042,1.933  750  1.183
ΑΙΓΑΙΟΥ,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,52,80  59.140,17.564,24  16  7.155,2.327,117  38  79
ΣΥΡΟΥ,,,,,,
?ημοτική Κοινότητα,48,75  52.299,15.638,22  16  6.667,2.191,105  30  75
Ερμουπόλεως,,,,,,
?ημοτική Κοινότητα ’νω Σύρου,2,2  2.800,854,1  0  392,112,4  0  4
Τοπική Κοινότητα Ποσειδωνίας,1,2  1.570,458,1  0  96,24,8  8  0
?ημοτική Κοινότητα Βάρης,1,1  2.471,614,0  0  0,0,0  0  0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,45,72  29.414,8.758,20  18  11.905,3.468,94  24  70
ΑΝ?ΡΟΥ,,,,,,
?ημοτική Κοινότητα ’νδρου,22,31  13.724,4.041,6  6  6.050,1.762,43  9  34
Τοπική Κοινότητα Βουρκωτής,0,0  0,0,1  2  736,200,1  0  1
Τοπική Κοινότητα Λαμύρων,0,0  0,0,2  3  1.402,386,3  0  3
Τοπική Κοινότητα Πιτροφού,1,2  298,93,0  0  0,0,1  0  1
Τοπική Κοινότητα Στενιών,0,0  0,0,1  1  355,127,0  0  0
Τοπική Κοινότητα Όρμου,5,10  4.583,1.414,0  0  0,0,6  0  6
Κορθίου,,,,,,
Τοπική Κοινότητα Συνετίου,1,2  435,138,0  0  0,0,1  0  1
?ημοτική Κοινότητα Γαυρίου,11,21  7.403,2.192,6  5  2.037,568,28  12  16
Τοπική Κοινότητα Απροβάτου,1,1  1.073,314,1  1  361,104,3  0  3
Τοπική Κοινότητα,1,2  655,200,0  0  0,0,2  0  2
Μακροταντάλου,,,,,,
Τοπική Κοινότητα Μπατσίου,2,2  806,238,2  0  922,308,4  2  2
Τοπική Κοινότητα,1,1  437,128,1  0  42,13,2  1  1
Παλαιοπόλεως,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,86,124  72.926,21.876,17  17  6.923,1.953,151  72  79
ΘΗΡΑΣ,,,,,,
?ημοτική Κοινότητα Θήρας,42,64  39.767,12.289,9  6  5.332,1.488,72  29  43
Τοπική Κοινότητα Ακρωτηρίου,1,1  450,150,1  1  52,14,2  1  1
Τοπική Κοινότητα Βουρβούλου,1,2  377,107,0  0  0,0,1  0  1
?ημοτική Κοινότητα Εμπορείου,3,3  871,280,0  0  0,0,2  0  2
Τοπική Κοινότητα Έξω Γωνιάς,4,7  2.770,826,0  0  0,0,7  1  6
?ημοτική Κοινότητα,2,3  6.264,1.388,0  0  0,0,8  8  0
Επισκοπής Γωνιάς,,,,,,
Τοπική Κοινότητα,1,1  556,170,0  0  0,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ημεροβιγλίου,,,,,,,
?ημοτική Κοινότητα,2,3  2.797,833,0  0  0,,0,1  0  1
Καρτεράδου,,,,,,,
?ημοτική Κοινότητα Μεσαριάς,2,4  899,256,0  0  0,,0,2  0  2
Τοπική Κοινότητα Πύργου,2,3  880,211,1  1  6,,2,2  1  1
Καλλίστης,,,,,,,
Τοπική Κοινότητα Οίας,2,2  445,142,1  2  152,,52,2  0  2
?ΗΜΟΣ ΑΝΑΦΗΣ,1,1  202,63,0  0  0,,0,2  2  0
?ΗΜΟΣ ΙΗΤΩΝ,10,14  7.308,2.242,0  0  0,,0,14  4  10
?ΗΜΟΣ ΣΙΚΙΝΟΥ,2,2  538,175,4  7  681,,178,6  5  1
Τοπική Κοινότητα,11,14  8.802,2.744,1  0  700,,219,29  21  8
Φολεγάνδρου,,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,93,153  47.538,14.771,63  70  27.884,,9.088,185  90  95
ΚΑΛΥΜΝΟΥ,,,,,,,
?ΗΜΟΣ ΚΑΛΥΜΝΙΩΝ,47,76  19.220,6.000,33  29  12.807,,3.948,80  40  40
?ΗΜΟΣ ΑΓΑΘΟΝΗΣΙΟΥ,2,4  1.457,484,0  0  0,,0,6  6  0
?ΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ,7,16  6.750,1.799,0  0  0,,0,13  8  5
?ΗΜΟΣ ΛΕΙΨΩΝ,5,6  2.382,862,1  0  301,,97,8  4  4
?ΗΜΟΣ ΛΕΡΟΥ,14,20  6.404,2.001,14  20  6.311,,2.041,35  14  21
?ΗΜΟΣ ΠΑΤΜΟΥ,18,31  11.325,3.625,15  21  8.465,,3.002,43  18  25
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,1,1  374,110,0  0  0,,0,0  0  0
ΚΑΡΠΑΘΟΥ,,,,,,,
?ημοτική Κοινότητα Καρπάθου,1,1  374,110,0  0  0,,0,0  0  0
