Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  1.829,363,1  0  176,58,2  0  2
Μεσορράχης,1,1  451,150,0  0  0,0,1  0  1
Ξηροπηγάδου,3,6  2.557,800,0  0  0,0,10  7  3
Παλαιοχωρίου,0,0  0,0,1  1  180,60,1  1  0
Παραλίου ¶στρους,4,12  8.822,2.877,0  0  0,0,42  34  8
Πέρα Μελάνων,2,4  1.495,463,1  2  169,56,2  1  1
Πλατάνου,1,1  196,58,0  0  0,0,0  0  0
Πουλίθρων,2,4  1.770,630,7  7  1.521,499,9  3  6
Πραγματευτή,1,3  1.890,610,3  2  840,273,9  9  0
Σαπουνακαιίκων,1,2  536,183,1  0  65,22,1  0  1
Τσιταλίων,0,0  0,0,1  1  90,30,0  0  0
Τυρού,4,8  4.488,1.508,9  7  2.999,1.065,22  13  9
Λεβιδίου,6,10  4.977,1.519,5  4  1.930,615,9  4  5
Τριπόλεως,110,298  316.116,88.308,73  66  79.323,17.045,484  72  412
Αγίου Βασιλείου,2,2  9.138,875,1  0  340,89,0  0  0
Αγίου Κωνσταντίνου,2,3  1.851,625,2  2  360,119,5  1  4
Αθηναίου,1,8  472,161,0  0  0,0,2  0  2
Αλέας,2,3  1.015,311,1  0  394,136,3  2  1
Αλωνισταίνης,3,5  2.457,607,0  0  0,0,4  0  4
Αρτεμισίου,2,3  1.382,428,1  0  159,55,2  1  1
Ασέας,0,0  0,0,3  1  305,102,2  2  0
Βλαχέρνης,2,3  1.290,407,2  0  505,185,2  0  2
Βλαχοκερασέας,2,4  786,244,1  0  300,99,3  0  3
Βουνού,0,0  0,0,1  0  188,78,0  0  0
Γαρέας,1,1  216,72,0  0  0,0,1  0  1
?άρα,1,2  750,250,1  0  134,50,1  0  1
Επισκοπής,2,3  2.515,492,0  0  0,0,0  0  0
Ζευγολατιού,2,3  786,207,0  0  0,0,1  0  1
Θάνα,1,1  620,200,0  0  0,0,2  1  1
Καμαρίου,1,1  300,100,0  0  0,0,0  0  0
Κανδήλας,3,5  5.270,1.402,1  1  331,135,0  0  0
Καρδαρά,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  298,99,0  0  0,,0,1  0  1
Κάψα,1,2  1.029,343,0  0  0,,0,0  0  0
Κεραστάρη,1,1  402,122,0  0  0,,0,1  1  0
Κολλινών,1,3  551,188,0  0  0,,0,1  0  1
Λουκά,2,3  1.194,268,0  0  0,,0,1  0  1
Μάκρης,1,1  260,65,0  0  0,,0,0  0  0
Μανθυρέας,0,0  0,0,1  0  131,,42,0  0  0
Μαυρογιάννη,1,2  777,259,0  0  0,,0,1  0  1
Μερκοβουνίου,4,7  6.678,1.395,0  0  0,,0,3  0  3
Νεοχωρίου,3,5  1.820,587,0  0  0,,0,4  1  3
Νεστάνης,4,5  3.009,878,1  1  87,,29,5  2  3
Παλαιοχούνης,1,1  180,60,0  0  0,,0,1  1  0
Παρθενίου,1,2  1.009,276,0  0  0,,0,2  0  2
Πιάνας,0,0  0,0,1  1  360,,180,0  0  0
Πικέρνη,2,3  1.799,653,0  0  0,,0,1  0  1
Ροεινού,1,2  624,211,0  0  0,,0,2  2  0
Σκοπής,4,6  3.093,919,0  0  0,,0,2  0  2
Σταδίου,1,1  1.100,250,1  1  47,,20,0  0  0
Στενού,1,1  3.750,525,1  0  750,,391,0  0  0
Τζίβα,4,7  5.535,1.395,0  0  0,,0,0  0  0
Τσελεπάκου,1,1  683,207,0  0  0,,0,0  0  0
Χρυσοβιτσίου,7,13  4.395,1.455,1  0  262,,75,10  2  8
Χωτούσσης,0,0  0,0,2  1  1.264,,229,0  0  0
Ανατολικής Φαλαισίας,2,4  1.082,381,0  0  0,,0,2  0  2
Μεγαλοπόλεως,34,47  21.934,6.159,26  18  9.947,,3.071,42  11  31
Βελιγοστής,2,3  776,258,0  0  0,,0,2  1  1
Ελληνίτσης,0,0  0,0,1  0  81,,30,0  0  0
Ίσαρη,1,2  470,161,0  0  0,,0,1  0  1
Καμάρας,1,2  554,191,0  0  0,,0,1  0  1
Λεονταρίου,1,2  3.219,529,2  2  304,,95,1  1  0
Λεπτινίου,1,1  190,60,0  0  0,,0,1  1  0
Μαλλωτών,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  2  200,71,1  1  0
Περιβολίων,0,0  0,0,1  1  325,98,1  0  1
Ραψομμάτη,0,0  0,0,1  1  187,62,1  0  1
Τουρκολέκα,0,0  0,0,1  2  115,38,1  1  0
Τριλόφου,1,2  383,131,0  0  0,0,1  0  1
Φαλαισίας,6,8  1.861,610,4  3  688,314,9  3  6
Χιράδων,0,0  0,0,1  1  90,31,1  1  0
ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,772,1.221  745.988,198.225,338  276  218.631,52.627,1.243  361  882
Κορίνθου,81,151  134.531,34.704,52  49  42.745,9.723,207  32  175
Λουτρακίου Περαχώρας,61,127  110.912,31.655,12  8  14.212,2.897,154  60  94
Ξυλοκάστρου,53,91  40.490,11.453,37  36  20.768,5.386,140  64  76
Σικυώνος,36,55  28.249,7.842,16  15  6.998,2.148,50  10  40
Αγγελοκάστρου,1,1  1.088,308,1  0  188,57,0  0  0
Αγιονορίου,1,2  497,191,0  0  0,0,1  1  0
Αγίου Βασιλείου,8,10  5.096,1.441,4  4  1.800,556,7  3  4
Αγίων Θεοδώρων,14,17  4.705,1.247,7  2  27.074,3.748,12  5  7
Αηδονίων,1,1  409,101,0  0  0,0,1  0  1
Αθικίων,9,10  2.686,882,10  4  4.860,981,9  4  5
¶νω Τρικάλων,1,1  718,224,1  0  6.253,1.521,0  0  0
Αρχαίας Κορίνθου,14,22  45.074,7.351,9  10  4.477,1.173,23  6  17
Αρχαίας Νεμέας,1,1  578,196,1  0  15,6,1  0  1
Αρχαίας Φενεού,2,2  1.055,315,3  3  651,197,4  1  3
Αρχαίων Κλεωνών,8,8  5.889,1.667,0  0  0,0,3  0  3
Ασπροκάμπου,2,2  1.548,467,0  0  0,0,0  0  0
¶σσου,10,16  13.869,2.644,4  4  1.245,369,9  1  8
Βελίνης,1,1  210,60,1  2  264,72,1  0  1
Βέλου,23,38  20.099,5.523,18  12  6.010,1.732,42  13  29
Βοχαϊκού,11,16  5.379,1.530,2  3  746,244,13  5  8
Βραχατίου,38,59  30.123,9.191,11  7  20.707,4.214,71  24  47
Γαλατά,1,2  1.045,350,0  0  0,0,5  0  5
Γαλατακίου,24,39  16.366,5.048,3  2  689,208,33  7  26
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Γελινιατίκων,5,6  1.996,614,0  0  0,,0,3  1  2
Γκούρας,1,1  1.965,450,0  0  0,,0,0  0  0
?άφνης,2,2  293,101,0  0  0,,0,0  0  0
?ερβενίου,5,9  3.883,1.349,4  1  1.226,,387,12  3  9
?ιμηνιού,4,6  2.092,625,1  1  329,,89,4  0  4
?ροσοπηγής,1,2  612,168,0  0  0,,0,1  1  0
Εβροστίνης-Pοζενών,22,34  10.251,3.209,5  5  1.699,,513,35  21  14
Ελληνοχωρίου,3,3  1.098,242,1  1  195,,50,2  1  1
Εξαμιλίων,19,22  35.494,8.058,6  4  1.505,,477,19  4  15
Ευαγγελιστρίας,3,5  1.742,536,1  2  535,,171,4  0  4
Ζεμενού,0,0  0,0,1  0  90,,36,0  0  0
Ζευγολατιού,14,19  27.131,5.647,6  5  13.780,,3.730,18  2  16
Θαλερού,0,0  0,0,1  0  80,,25,1  1  0
Θροφαρίου,1,1  191,66,0  0  0,,0,1  0  1
Ισθμίας,6,10  3.650,1.147,6  8  2.710,,833,16  2  14
Καισαρίου,0,0  0,0,1  1  114,,30,1  1  0
Καλιάνων,0,0  0,0,1  1  672,,224,0  0  0
Καλλιθέας,1,1  185,56,0  0  0,,0,1  0  1
Καμαρίου,10,14  4.674,1.419,3  2  393,,110,9  2  7
Καρυάς,3,6  1.345,439,3  2  857,,299,7  1  6
Καστανέας,1,2  600,150,2  0  335,,108,3  2  1
Καστρακίου,2,2  1.276,348,0  0  0,,0,1  0  1
Κατακαλίου,2,3  307,107,1  1  337,,112,2  0  2
Κάτω ¶σσου,8,17  6.744,2.126,3  2  571,,165,14  1  13
Κάτω ?ιμηνιού,13,19  13.731,4.475,5  4  993,,339,14  2  12
Κάτω Λουτρού,5,8  1.521,475,1  1  156,,50,6  1  5
Κάτω Συνοικίας Τρικάλων,2,3  679,229,2  1  293,,75,3  2  1
Κεφαλαρίου,1,1  240,80,0  0  0,,0,1  0  1
Κλένιας,3,4  1.399,424,1  1  376,,117,5  0  5
Κλημεντίου,3,3  831,645,0  0  0,,0,1  1  0
Κοκκωνίου,9,16  6.193,1.889,6  4  1.897,,570,13  2  11
Κόρφου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",14,25  5.311,1.517,0  0  0,,0,14  2  12
Κουταλά,9,12  4.301,1.319,2  2  566,,185,6  2  4
Κουτσίου,2,2  409,142,1  1  314,,112,2  0  2
Κρηνών,8,14  3.060,1.090,1  1  147,,49,7  2  5
Κρυονερίου,4,4  1.031,311,1  1  314,,94,3  0  3
Λαλιώτου,1,1  726,175,1  1  335,,84,1  0  1
Λαύκας,2,4  955,291,2  2  1.069,,348,4  1  3
Λεχαίου,22,36  15.511,4.662,7  5  1.697,,485,39  14  25
Λυγιάς,1,2  716,239,3  1  811,,247,4  1  3
Λυκοποριάς,4,7  1.853,546,4  3  1.041,,339,6  0  6
Μάννας,3,3  726,167,0  0  0,,0,0  0  0
Ματίου,1,1  1.749,439,0  0  0,,0,0  0  0
Μεγάλου Βάλτου,0,0  0,0,1  0  501,,140,0  0  0
Μελισσίου,13,17  6.732,2.100,8  11  3.306,,1.057,23  6  17
Μέσης Συνοικίας Τρικάλων,1,1  225,75,2  1  81,,35,2  1  1
Μικρού Βάλτου,1,1  258,81,1  1  363,,95,2  0  2
Μοσιάς,0,0  0,0,1  0  412,,158,1  1  0
Μουλκίου,4,5  2.652,650,5  5  2.976,,761,5  3  2
Μποζικά,0,0  0,0,1  0  78,,26,0  0  0
Μπολατίου,2,3  2.550,845,0  0  0,,0,2  0  2
Νεμέας,11,15  20.269,4.130,7  7  4.522,,1.313,10  1  9
Νέων Βρυσουλών,0,0  0,0,1  1  363,,121,0  0  0
Ξυλοκερίζης,7,10  3.280,996,3  2  1.142,,323,11  6  5
Παναριτίου,1,1  160,50,1  0  176,,42,0  0  0
Πασίου,5,9  3.750,1.173,2  0  537,,202,7  1  6
Περιγιαλίου,6,9  3.038,880,3  2  758,,218,9  3  6
Πισίων,17,26  7.179,2.153,6  6  2.609,,756,23  5  18
Πιτσών,2,4  1.172,383,1  2  1.112,,331,4  1  3
Πουλλίτσης,2,4  1.645,572,1  0  61,,23,3  0  3
Πύργου,1,1  58,18,0  0  0,,0,1  1  0
Ρεθίου,2,2  147,44,1  1  106,,32,1  1  0
Ρίζης,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",3,4  1.309,411,1  0  52,,17,2  0  2
Σαρανταπήχου,1,1  206,55,0  0  0,,0,0  0  0
Σικυώνος,4,5  1.750,482,1  1  247,,90,4  2  2
Σολομού,1,1  362,110,0  0  0,,0,1  0  1
Σουλίου,7,10  10.039,1.892,1  1  480,,142,5  0  5
Σοφιανών,1,2  363,110,0  0  0,,0,2  2  0
Σοφικού,12,16  8.730,2.772,7  6  1.485,,426,13  4  9
Στεφανίου,2,3  1.171,374,0  0  0,,0,3  1  2
Στιμάγκας,9,14  12.975,1.870,0  0  0,,0,1  1  0
Στομίου,3,4  1.876,543,0  0  0,,0,3  0  3
Στυλίων,1,1  218,50,0  0  0,,0,0  0  0
Στυμφαλίας,3,4  2.725,595,0  0  0,,0,2  1  1
Συκέας,9,15  5.367,1.690,2  2  630,,200,12  2  10
Ταρσινών,1,2  639,203,0  0  0,,0,1  0  1
Τιτάνης,3,5  1.004,328,0  0  0,,0,1  0  1
Φενεού,4,7  1.145,351,3  1  598,,196,5  2  3
Χαλκείου,1,1  210,72,1  0  346,,89,1  0  1
Χιλιομοδίου,9,13  4.539,1.339,2  1  551,,149,8  1  7
Ψαρίου,1,1  198,66,0  0  0,,0,0  0  0
Πολυχρόνου,1,2  960,400,0  0  0,,0,6  6  0
ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,426,724  361.721,105.316,316  232  104.307,,32.660,841  278  563
Γυθείου,76,126  51.241,15.675,38  28  8.910,,2.837,143  69  74
Βαχού,1,1  245,72,2  1  361,,126,2  1  1
?ροσοπηγής,0,0  0,0,1  1  192,,65,1  0  1
Καρβελά,1,3  525,174,0  0  0,,0,1  0  1
Κοκκάλας,1,2  332,104,2  2  798,,255,6  4  2
Κονακίων,1,2  510,157,0  0  0,,0,2  0  2
Κότρωνα,8,12  2.438,756,2  1  190,,60,11  9  2
Μαραθέας,1,1  192,64,0  0  0,,0,0  0  0
Νεοχωρίου,1,2  1.002,334,0  0  0,,0,5  4  1
Μολάων,23,39  20.366,6.194,27  17  6.649,,2.196,50  16  34
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αγίου Γεωργίου,2,4  1.206,363,0  0  0,,0,4  0  4
Αγίου ?ημητρίου Ζάρακος,8,10  2.915,890,3  3  332,,113,10  3  7
Αγίου ?ημητρίου Μονεμβασίας,3,4  1.178,305,0  0  0,,0,1  1  0
Αγίου Ιωάννου,0,0  0,0,1  2  743,,247,2  0  2
Αγίου Νικολάου Βοιών,2,3  1.195,390,1  0  30,,10,4  2  2
Αγίων Αποστόλων,2,2  825,230,1  1  376,,94,1  0  1
¶νω Καστανέας,0,0  0,0,1  1  75,,25,1  1  0
Απιδέας,1,2  993,331,1  1  306,,85,2  0  2
Ασωπού,15,28  8.122,2.610,16  8  3.660,,1.580,30  6  24
Βελανιδίων,1,2  550,141,5  4  954,,313,9  6  3
Βελιών,0,0  0,0,1  1  246,,83,1  1  0
Γλυκόβρυσης,0,0  0,0,3  1  378,,108,2  2  0
Γουβών,0,0  0,0,1  1  1.260,,315,0  0  0
Ελαίας,2,3  3.073,1.019,2  2  546,,176,12  0  12
Ελαφονήσου,9,17  5.373,1.686,1  2  291,,97,21  10  11
Ελίκας,1,2  1.277,366,3  1  738,,254,4  2  2
Ελληνικού,2,4  1.245,405,0  0  0,,0,1  0  1
Έλους,12,16  7.426,2.538,9  7  2.026,,621,15  4  11
Ιέρακος,0,0  0,0,1  1  96,,18,0  0  0
Κάμπου,5,7  1.894,513,3  4  1.366,,417,9  2  7
Κρεμαστής,1,1  177,51,0  0  0,,0,1  0  1
Λαχίου,1,2  930,310,1  2  300,,160,2  0  2
Μεσοχωρίου,1,2  658,180,2  2  603,,207,3  1  2
Μεταμορφώσεως,0,0  0,0,1  1  258,,87,0  0  0
Μονεμβασίας,20,33  16.819,4.675,16  15  6.615,,1.951,34  11  23
Νεαπόλεως,28,53  27.654,7.050,17  10  4.550,,1.448,59  20  39
Νιάτων,7,9  10.566,2.182,4  4  2.309,,516,9  1  8
Νομίων,1,1  448,143,1  0  319,,120,1  0  1
Παντανάσσης,1,4  611,197,0  0  0,,0,2  0  2
Παππαδιανίκων,1,2  695,214,0  0  0,,0,5  5  0
Ρειχέας,5,9  1.377,458,6  4  347,,120,6  2  4
Συκέας,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,2  636,177,1  1  480,160,2  0  2
Φαρακλού,1,1  688,228,0  0  0,0,1  0  1
Σπαρτιατών,53,114  83.899,25.259,58  49  35.045,10.243,182  43  139
Αγίας Ειρήνης,2,2  1.755,324,0  0  0,0,0  0  0
Αγίου Κωνσταντίνου,3,6  1.898,575,3  3  401,124,5  2  3
Αγίου Νικολάου,1,1  300,101,0  0  0,0,0  0  0
Αγίων Αναργύρων,0,0  0,0,1  1  744,248,1  0  1
Αμυκλών,5,9  4.752,1.269,0  0  0,0,4  1  3
Ανωγείων,2,4  12.738,1.824,0  0  0,0,1  0  1
Αφισιού,2,2  290,97,2  3  471,163,2  1  1
Βαρβίτσης,2,2  683,211,0  0  0,0,1  0  1
Βορδονίας,1,2  618,193,0  0  0,0,1  0  1
Βουτιάνων,1,2  1.246,392,0  0  0,0,0  0  0
Βρεσθένων,1,1  513,155,0  0  0,0,1  0  1
Βρονταμά,2,2  809,237,2  1  591,176,2  1  1
Γερακίου,7,9  5.017,1.558,3  2  337,107,7  1  6
Γκοριτσάς,2,2  845,287,4  2  514,158,4  3  1
Γοράνων,1,2  748,249,0  0  0,0,2  0  2
?άφνης,0,0  0,0,1  2  808,269,2  0  2
?αφνίου,1,1  216,72,0  0  0,0,0  0  0
Θεολόγου,1,2  940,312,0  0  0,0,1  0  1
Καλυβίων Σοχάς,0,0  0,0,1  0  143,46,1  1  0
Καρυών,2,3  2.200,763,2  0  697,232,1  0  1
Καστορείου,2,3  1.348,448,4  1  529,192,3  1  2
Κεφαλά,1,1  3.696,616,0  0  0,0,0  0  0
Κροκεών,4,7  2.198,651,6  0  1.447,468,8  4  4
Λάγιου,1,1  360,120,0  0  0,0,1  0  1
Μαγούλας,4,8  4.000,1.293,2  1  356,122,7  0  7
Μυστρά,14,23  11.209,3.727,6  6  2.515,843,20  2  18
Ξηροκαμπίου,6,8  2.090,685,10  8  3.686,1.235,15  7  8
Παλαιοπαναγίας,0,0  0,0,2  2  813,272,3  2  1
Παρορείου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,2  659,220,2  1  493,137,3  1  2
Πελλάνας,5,10  2.747,926,5  3  1.358,430,8  1  7
Περιβολίων,0,0  0,0,1  1  372,124,1  0  1
Πετρίνας,1,1  237,79,0  0  0,0,1  0  1
Ποταμιάς,1,2  307,85,1  2  354,118,1  1  0
Σελλασίας,6,9  3.134,900,1  1  203,89,4  1  3
Σκάλας,17,31  20.470,6.167,8  5  1.475,481,30  4  26
Στεφανιάς,0,0  0,0,1  2  272,186,1  0  1
Αλίκων,1,2  474,148,0  0  0,0,1  0  1
Αρεοπόλεως,3,4  1.589,493,4  0  997,298,6  1  5
Κούνου,0,0  0,0,1  0  174,40,1  1  0
Οιτύλου,22,32  10.710,3.124,9  6  2.735,830,31  15  16
Πύργου ?ιρού,1,2  222,74,2  1  473,165,3  1  2
Ελαιώνος,1,1  1.422,500,0  0  0,0,0  0  0
ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,795,1.415  781.208,195.409,394  346  127.733,35.310,1.683  640  1.043
Ελαιώνος,0,0  0,0,1  1  351,78,0  0  0
Καλαμάτας,242,532  309.683,90.905,93  96  49.652,11.497,789  270  519
Αβίας,10,18  7.960,2.584,3  4  647,196,26  13  13
Αγίου Φλώρου,1,1  98,32,1  0  136,135,1  1  0
Αγρίλου,1,1  239,92,0  0  0,0,0  0  0
Αιθαίας,1,1  135,42,0  0  0,0,1  1  0
Αλαγονίας,1,1  236,62,0  0  0,0,1  1  0
Αλτομιρών,1,1  120,40,0  0  0,0,1  1  0
Αλωνίων,1,2  119,40,0  0  0,0,0  0  0
Αμφείας,1,2  854,286,0  0  0,0,2  1  1
Ανεμομύλου,0,0  0,0,1  1  28,11,0  0  0
Ανθείας,1,10  684,200,4  3  985,325,7  5  2
Αντικαλάμου,2,2  3.165,615,1  0  273,78,0  0  0
¶ριος,3,3  5.077,578,0  0  0,0,2  0  2
Αριοχωρίου,0,0  0,0,1  2  560,172,1  0  1
Αρτεμισίας,1,1  100,31,1  0  117,46,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αρφαρών,5,6  2.218,683,3  2  906,272,6  2  4
Ασπροχώματος,2,3  7.267,888,3  3  802,234,4  3  1
Βέργας,8,13  5.615,1.909,0  0  0,0,9  1  8
?ολών,0,0  0,0,1  0  101,32,1  1  0
Ελαιοχωρίου,0,0  0,0,1  1  85,28,0  0  0
Θαλαμών,1,1  120,36,0  0  0,0,1  1  0
Θουρίας,4,9  2.103,608,3  1  850,222,7  4  3
Κάμπου,1,1  330,118,0  0  0,0,1  0  1
Καρβελίου,1,3  431,145,1  2  279,87,2  0  2
Καρδαμύλης,6,9  3.402,1.026,5  5  1.815,389,24  21  3
Κέντρου,0,0  0,0,1  0  49,15,0  0  0
Λαγκάδας,1,1  478,133,1  0  56,18,2  1  1
Λαιίκων,3,3  1.947,616,2  2  933,296,6  1  5
Μηλέας,0,0  0,0,1  2  420,128,1  1  0
Μικράς Μαντινείας,3,4  1.348,433,0  0  0,0,3  0  3
Μικρομάνης,3,3  435,135,0  0  0,0,3  3  0
Νεοχωρίου,24,46  15.927,4.940,15  14  3.143,985,49  28  21
Πηδήματος,0,0  0,0,1  0  491,163,2  2  0
Πλατέος,1,1  155,50,2  2  1.117,348,2  2  0
Πλάτσης,1,2  432,144,1  2  482,114,2  0  2
Προαστίου,2,3  675,200,2  1  501,157,4  2  2
Σαϊδόνας,1,1  99,25,0  0  0,0,1  1  0
Σπερχογείας,3,3  2.054,448,2  2  835,262,4  2  2
Τραχήλας,0,0  0,0,1  1  60,20,1  1  0
Τσερίων,1,1  320,100,0  0  0,0,1  0  1
Ανδρούσης,6,6  2.892,735,2  1  255,85,6  4  2
Μελιγαλά,12,23  127.402,3.605,6  5  2.120,626,11  3  8
Μεσσήνης,26,37  28.126,8.121,11  9  5.703,1.536,36  7  29
Αβραμιού,2,2  955,289,0  0  0,0,2  0  2
Αγριλιάς,2,2  1.045,325,0  0  0,0,2  1  1
Αναλήψεως,1,1  452,113,1  0  405,112,1  1  0
Ανδανίας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  467,158,6  2  668,224,7  6  1
Ανθούσης,1,1  544,188,0  0  0,0,1  0  1
¶νω Μελπείας,1,1  101,34,0  0  0,0,1  1  0
Αριστομένους,2,3  810,249,2  0  327,107,3  2  1
Βαλύρας,7,9  1.720,557,3  1  352,121,10  8  2
Βελίκας,4,4  1.488,507,2  0  1.802,619,3  2  1
?εσύλλα,0,0  0,0,1  0  28,9,1  1  0
?ιαβολιτσίου,1,1  3.217,670,1  1  222,69,1  0  1
?ιοδίων,1,1  517,170,0  0  0,0,0  0  0
?ραϊνας,0,0  0,0,1  0  99,33,1  1  0
Ελληνοεκκλησίας,1,1  692,189,0  0  0,0,0  0  0
Εύας,1,3  850,283,1  0  90,30,3  1  2
Ζευγολατιού,0,0  0,0,2  0  342,113,0  0  0
Καλαμαρά,0,0  0,0,1  1  92,29,1  1  0
Καλλιρρόης,0,0  0,0,2  3  1.097,321,2  1  1
Καλυβίων,1,2  507,169,0  0  0,0,2  2  0
Καρτερολίου,1,1  860,198,0  0  0,0,1  1  0
Κατσαρού,0,0  0,0,1  0  158,51,1  1  0
Λαμπαίνης,0,0  0,0,3  0  281,93,2  2  0
Λυκοτράφου,1,2  740,243,0  0  0,0,1  0  1
Μαγούλας,0,0  0,0,1  2  150,52,1  1  0
Μαδένης,1,1  212,65,0  0  0,0,1  1  0
Μάνδρας,1,1  537,168,0  0  0,0,1  0  1
Μάνεση,2,2  671,196,0  0  0,0,3  3  0
Μαντζαρίου,1,1  235,79,0  0  0,0,1  1  0
Μαυρομματίου Ιθώμης,1,1  911,255,1  0  210,70,3  0  3
Μαυρομματίου Παμίσου,1,2  359,119,0  0  0,0,1  0  1
Μερόπης,0,0  0,0,1  0  300,100,1  0  1
Νεοχωρίου Αριστομένους,2,4  1.594,538,0  0  0,0,4  4  0
Νεοχωρίου Ιθώμης,2,2  1.332,358,0  0  0,0,0  0  0
Οιχαλίας,0,0  0,0,2  0  208,55,1  1  0
Πεύκου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  313,108,0  0  0,,0,1  0  1
Πλατανόβρυσης,1,2  384,120,1  0  40,,14,2  2  0
Πολίχνης,1,2  518,179,0  0  0,,0,2  0  2
Πολυλόφου,1,1  1.114,38,0  0  0,,0,1  1  0
Σιάμου,1,1  167,55,2  3  164,,53,3  3  0
Σκάλας,1,1  393,142,3  3  847,,280,6  2  4
Σπιταλίου,0,0  0,0,1  2  686,,217,2  0  2
