Νεοχωρίου,14,24  12.583,3.261,14  18  3.309,1.007,31  5  26
Παππαδατών,7,15  4.311,1.248,9  9  2.555,961,14  2  12
Ρετσίνων,1,1  457,132,0  0  0,0,1  0  1
Σταμνάς,3,3  1.415,395,2  3  1.001,326,5  0  5
Χρυσοβεργίου,1,1  380,100,2  4  530,171,2  0  2
Αντιρρίου,31,45  15.665,5.071,10  14  2.841,945,40  6  34
Ναυπάκτου,29,48  31.451,9.982,13  17  5.231,1.729,66  14  52
Πυλλήνης,5,7  3.717,1.229,0  0  0,0,3  0  3
Αμπελακιωτίσσης,1,2  1.300,391,0  0  0,0,0  0  0
¶νω Χώρας,1,2  450,159,1  0  1.950,641,2  1  1
Αφροξυλιάς,4,5  2.912,828,0  0  0,0,3  0  3
Αχλαδοκάστρου,3,5  1.067,345,0  0  0,0,3  1  2
Βασιλικής,3,4  1.575,535,3  2  358,109,5  0  5
Βλαχομάνδρας,1,1  741,247,1  2  264,88,1  0  1
Βομβοκούς,1,2  544,187,0  0  0,0,2  0  2
Γαβρολίμνης,5,6  2.031,721,2  1  3.004,640,6  1  5
Γρηγορίου,0,0  0,0,1  1  178,64,1  1  0
?άφνης,10,15  6.072,1.788,1  2  235,76,10  2  8
Ελατούς,1,1  180,59,0  0  0,0,1  1  0
Καλαβρούζης,1,1  660,240,0  0  0,0,1  0  1
Κλεπάς,1,2  340,100,0  0  0,0,1  0  1
Κρυονερίων,1,2  462,146,0  0  0,0,1  0  1
Κυδωνέας,1,1  221,63,0  0  0,0,1  0  1
Λιβαδακίου,1,2  462,136,1  2  291,97,2  0  2
Λιμνίτσης,1,1  2.306,650,0  0  0,0,0  0  0
Λυγιά,10,16  6.221,1.962,0  0  0,0,13  3  10
Μαμουλάδας,3,5  1.136,364,0  0  0,0,3  0  3
Νεοκάστρου,1,2  769,262,1  2  400,133,3  2  1
Ξηροπηγάδου,6,8  5.001,1.408,0  0  0,0,5  0  5
Παλαιοπύργου,1,1  140,40,0  0  0,0,1  1  0
Παλαιοχωρακίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  93,31,1  0  20,,51,0  0  0
Περίστης,1,1  139,42,0  0  0,,0,1  1  0
Πλατάνου,3,3  3.525,961,1  1  243,,92,1  1  0
Σκάλας,2,3  1.489,502,0  0  0,,0,2  0  2
Τερψιθέας,3,3  470,141,0  0  0,,0,3  2  1
Τρικόρφου,1,1  417,77,0  0  0,,0,1  1  0
Αγρινίου,52,132  86.892,27.208,49  80  25.359,,7.455,225  35  190
Θέρμου,12,18  6.233,1.935,16  14  3.942,,1.323,27  5  22
Νεάπολης,11,14  12.301,3.860,11  15  11.022,,2.782,17  1  16
Παραβόλας,10,13  5.333,1.517,9  9  2.914,,890,13  5  8
Αγαλιανού,0,0  0,0,1  1  167,,61,0  0  0
Αγίας Παρασκευής,1,1  168,56,0  0  0,,0,1  0  1
Αγίας Σοφίας,0,0  0,0,2  2  255,,75,2  2  0
Αγίου Βλασίου,2,2  471,144,0  0  0,,0,1  0  1
Αγίου Κωνσταντίνου,26,47  31.884,7.985,16  18  6.298,,1.938,41  2  39
Αναλήψεως,1,2  318,94,1  0  357,,109,3  3  0
?οκιμίου,5,11  4.970,1.472,4  6  1.866,,556,11  1  10
Καινουργίου,15,24  16.374,3.973,11  13  4.890,,1.390,27  6  21
Καλλιθέας,0,0  0,0,2  2  261,,179,2  1  1
Καλουδίου,1,1  120,40,0  0  0,,0,0  0  0
Καλυβίων,2,3  818,249,0  0  0,,0,2  0  2
Καμαρούλας,1,1  320,100,1  1  265,,100,1  0  1
Λευκού,0,0  0,0,1  2  331,,109,1  1  0
Μυρτέας,0,0  0,0,1  2  395,,128,1  0  1
Νέας Αβόρανης,1,2  545,174,2  2  507,,157,4  2  2
Νερομάννας,0,0  0,0,1  1  2.396,,768,6  6  0
Παναιτωλίου,7,7  3.633,993,3  5  3.269,,713,6  2  4
Σαργιάδας,1,2  880,300,0  0  0,,0,2  0  2
Σκουτεράς,1,1  45,15,0  0  0,,0,0  0  0
Σπολαίτης,1,1  350,109,1  1  183,,58,2  0  2
Πύλης,1,1  624,156,0  0  0,,0,0  0  0
Λιβαδερού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  281,193,1  1  0
Νέου Μαρμαρά,1,2  586,163,0  0  0,0,1  0  1
Ξάνθης,1,1  863,87,0  0  0,0,0  0  0
ΝΟΜΟΣ ΑΧΑΙΑΣ,1.173,2.287  1.518.598,448.137,706  703  365.831,98.548,3.272  1.238  2.034
Αιγίου,120,199  96.386,27.003,61  57  21.410,6.427,227  76  151
Ακράτας,30,50  31.038,8.502,13  7  4.585,1.531,55  25  30
Αγίου Κωνσταντίνου,2,2  625,378,1  0  126,36,2  0  2
Αιγείρας,13,22  7.372,2.408,3  4  815,215,23  10  13
Αιγών,2,3  1.674,327,0  0  0,0,1  0  1
¶νω ?ιακοπτού,1,2  1.149,332,0  0  0,0,1  0  1
Βαλιμιτίκων,2,3  1.321,368,0  0  0,0,3  1  2
Βελάς,0,0  0,0,1  1  356,113,1  0  1
Γκραίκα,1,2  536,153,0  0  0,0,1  0  1
?αφνών,1,2  534,178,1  2  159,49,2  1  1
?ημητροπούλου,2,4  1.050,303,1  0  60,20,3  1  2
?ιακοπτού,50,83  38.721,11.100,26  30  7.153,2.339,87  23  64
?ιγελιωτίκων,0,0  0,0,1  2  256,96,1  1  0
Ελαιώνος,3,5  1.040,369,3  5  1.899,632,7  3  4
Ελίκης,1,1  220,63,0  0  0,0,1  0  1
Κουλούρας,1,1  127,42,0  0  0,0,0  0  0
Κρήνης,1,1  207,65,0  0  0,0,1  0  1
Λόγγου,9,12  3.696,1.157,5  6  1.105,357,11  1  10
Μαμουσιάς,2,4  1.185,467,0  0  0,0,3  0  3
Μαυρικίου,1,1  485,133,0  0  0,0,1  1  0
Μελισσίων,1,1  281,94,0  0  0,0,1  0  1
Νεραντζιών,1,1  176,55,0  0  0,0,1  1  0
Νικολαιίκων,2,2  1.539,455,1  1  83,28,3  1  2
Παρασκευής,1,2  957,330,0  0  0,0,2  0  2
Πλατάνου,2,4  672,230,1  1  480,143,3  1  2
Ριζομύλου,4,7  1.665,509,3  0  249,84,9  8  1
Ροδιάς,4,7  17.759,4.356,1  0  112,35,40  4  36
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Ροδοδάφνης,17,25  9.189,2.986,18  14  7.023,2.143,33  8  25
Σελιανιτίκων,10,13  4.706,1.652,6  9  4.308,1.532,24  10  14
Σελινούντος,2,3  1.674,317,1  0  270,84,3  1  2
Τέμενης,3,4  1.239,381,2  4  2.266,758,6  1  5
Τραπέζης,3,6  2.145,665,1  0  157,76,5  3  2
Καλαβρύτων,60,100  45.730,14.351,42  40  16.975,4.797,171  108  63
¶νω Βλασίας,14,22  7.815,2.468,5  1  827,278,23  6  17
¶νω Λουσών,1,3  1.621,525,0  0  0,0,5  5  0
Αροανίας,2,2  2.348,634,2  3  738,239,4  0  4
Βάλτας,1,1  496,124,2  2  330,100,3  1  2
Γουμένισσας (Βρυσαρίου),1,1  246,82,1  1  191,64,2  0  2
?ουμενών,1,2  390,130,0  0  0,0,1  0  1
?ροσάτου,1,2  336,112,0  0  0,0,1  0  1
Ζαρούχλης,1,2  386,99,0  0  0,0,1  0  1
Κάτω Ζαχλωρούς,1,2  875,250,0  0  0,0,0  0  0
Κερτέζης,1,1  1.071,298,1  1  73,25,2  1  1
Κλειτορίας,2,4  1.703,500,2  3  483,171,4  1  3
Κλείτορος,1,2  338,107,0  0  0,0,1  0  1
Κρινοφύτων,0,0  0,0,1  2  504,168,1  0  1
Λευκασίου,4,5  1.527,388,4  3  2.622,824,6  3  3
Λεχουρίου,0,0  0,0,1  1  94,31,1  1  0
Μανεσίου,1,2  1.417,343,0  0  0,0,3  0  3
Μεσορρουγίου,1,3  1.210,333,0  0  0,0,2  1  1
Πάου,6,8  3.910,1.129,0  0  0,0,4  0  4
Πλανητέρου,1,2  1.083,299,0  0  0,0,1  0  1
Σειρών,0,0  0,0,2  2  226,75,1  0  1
Σκεπαστού,4,7  3.771,2.628,2  3  846,259,5  0  5
Κάτω Αχαϊας,41,85  40.735,12.051,26  29  11.035,3.447,73  19  54
Πατρέων,402,1.037  825.140,254.211,301  317  167.807,45.510,1.852  780  1.072
Αγίας Μαρίνης,1,2  300,100,1  2  365,101,2  0  2
Αγιοβλασιτίκων,2,3  922,319,0  0  0,0,2  1  1
Αγίου Βασιλείου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",3,6  2.666,844,1  0  35.113,5.781,4  2  2
Αγίου Νικολάου Κράλης,1,1  705,221,0  0  0,0,1  0  1
Αγίου Νικολάου Σπάτων,1,1  270,72,4  3  8.879,1.766,3  0  3
Αγίου Στεφάνου,6,8  21.713,3.387,3  1  3.328,504,3  0  3
Ακταίου (Βερναρδαιίκων),1,1  11.295,1.444,0  0  0,0,0  0  0
Αλισσού,8,15  6.255,2.170,4  5  1.739,466,14  1  13
¶νω Αχαϊας,2,4  1.145,368,2  2  219,71,4  1  3
¶νω Καστριτσίου,1,1  195,65,1  1  154,52,2  1  1
Απιδεώνος,1,2  821,235,0  0  0,0,1  0  1
Αράξου,5,5  2.075,613,2  1  307,101,7  2  5
¶ρλας,2,2  19.698,2.744,0  0  0,0,1  0  1
Βασιλικού,6,7  10.632,2.603,3  2  3.263,1.059,12  2  10
Βραχναιίκων,19,33  21.746,7.578,14  15  10.236,1.944,30  5  25
?ρεπάνου,2,2  250,81,2  0  876,205,0  0  0
Ελαιοχωρίου,1,1  1.801,563,0  0  0,0,2  0  2
Ελικίστρας,1,1  825,276,0  0  0,0,1  0  1
Ερυμανθείας,0,0  0,0,1  0  600,174,1  0  1
Ζήριας,1,1  663,207,1  2  372,124,3  0  3
Θέας,2,3  1.617,530,0  0  0,0,3  0  3
Θεριανού,2,5  1.781,565,0  0  0,0,2  0  2
Ισώματος,1,1  608,208,0  0  0,0,1  0  1
Καγκαδίου,1,1  579,193,1  0  345,93,2  0  2
Καλεντζίου,1,2  246,77,0  0  0,0,1  0  1
Καλλιθέας,5,7  3.568,1.165,0  0  0,0,6  0  6
Καμαρών,3,6  1.938,636,5  6  1.377,323,8  1  7
Καμινίων,1,3  2.520,840,2  2  437,176,4  0  4
Καραιίκων,1,1  438,143,2  0  1.646,323,2  1  1
Καταρράκτου,1,1  231,66,0  0  0,0,1  0  1
Κάτω Αλισσού,5,6  4.635,1.330,2  5  1.685,565,8  0  8
Κάτω Καστριτσίου,1,1  1.404,452,0  0  0,0,1  0  1
Κρήνης,4,10  3.838,1.345,1  1  221,66,6  0  6
Λάκκας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  2  166,44,1  1  0
Λακκοπέτρας,3,3  687,192,3  2  518,168,4  3  1
Λεοντίου,1,1  165,55,0  0  0,0,1  1  0
Λιμνοχωρίου,1,1  260,84,0  0  0,0,1  0  1
Λουσικών,4,4  2.613,691,2  1  1.368,422,3  2  1
Μαζαρακίου,1,1  455,124,0  0  0,0,1  0  1
Ματαράγκας,1,1  505,139,0  0  0,0,1  0  1
Μετοχίου,14,19  13.479,3.615,5  6  1.988,648,18  4  14
Μιντιλογλίου,2,4  1.668,505,1  0  145,33,4  0  4
Μιχοϊου,1,2  999,319,0  0  0,0,1  0  1
Νέου Ερινεού,18,25  12.813,4.062,6  8  1.595,508,32  6  26
Νέου Κομπηγαδίου,1,1  107,30,0  0  0,0,0  0  0
Νιφοραιίκων,6,9  3.968,1.222,0  0  0,0,7  0  7
Οβριάς,31,53  39.187,10.477,18  11  6.322,1.902,65  15  50
Παραλίας,25,38  19.502,5.534,12  12  3.698,1.172,38  5  33
Πέτα,3,6  3.202,988,1  1  317,106,5  0  5
Πετροχωρίου,2,3  1.710,562,1  1  400,112,4  0  4
Πετρωτού,1,2  707,213,0  0  0,0,0  0  0
Πλατανίου,1,2  1.141,377,0  0  0,0,1  0  1
Πλατανόβρυσης,0,0  0,0,1  0  2.630,755,0  0  0
Ριόλου,0,0  0,0,1  1  375,129,1  0  1
Ρίου (Αγίου Γεωργίου Ρίου),75,134  64.280,19.811,35  28  10.878,3.399,145  58  87
Ρογιτίκων,2,4  9.519,340,2  3  594,169,4  3  1
Σαγαιίκων,10,12  6.544,1.818,3  3  763,233,14  5  9
Σαλμενίκου,1,2  537,179,0  0  0,0,1  0  1
Σαντομερίου,1,1  325,108,1  0  154,48,2  1  1
Σαραβαλίου,11,19  7.947,2.617,7  11  2.920,946,20  3  17
Σελλών,1,1  382,121,0  0  0,0,2  2  0
Σκιαδά,2,3  770,227,0  0  0,0,3  0  3
Σταυροδρομίου,4,4  2.112,459,0  0  0,0,3  0  3
Τσουκαλαιίκων,2,3  958,267,0  0  0,0,2  1  1
Φαρών,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",10,12  18.663,3.721,7  9  1.819,552,11  3  8
Φράγκας,1,1  656,167,0  0  0,0,1  0  1
Φωσταίνης,0,0  0,0,1  2  547,143,1  0  1
Χαϊκαλίου,1,1  725,241,1  1  529,168,2  0  2
Χαλανδρίτσης,4,5  2.330,737,0  0  0,0,5  0  5
Χαραυγής,0,0  0,0,1  2  1.050,232,0  0  0
Χιόνας,1,2  786,255,0  0  0,0,1  0  1
Ψαθοπύργου,0,0  0,0,1  0  120,40,0  0  0
Αρχαίας Ολυμπίας,0,0  0,0,1  0  150,39,1  1  0
ΝΟΜΟΣ ΗΛΕΙΑΣ,673,940  387.129,117.014,329  225  121.469,36.077,930  244  686
Πατρέων,0,0  0,0,1  0  75,25,0  0  0
Αμαλιάδος,14,20  10.757,2.992,4  2  795,261,15  3  12
Ανδραβίδας,13,18  7.024,2.086,11  8  3.360,983,20  7  13
Αρχαίας Ολυμπίας,12,17  6.487,2.015,6  7  1.607,307,21  4  17
Βαρθολομιού,13,16  4.686,1.438,4  3  737,215,10  3  7
Γαστούνης,21,31  8.408,2.594,15  17  5.337,1.617,27  4  23
Λεχαινών,11,16  4.556,1.395,5  5  10.864,2.804,17  2  15
Πύργου,87,141  95.830,28.156,36  42  19.299,5.898,163  29  134
Αγίας Τριάδος,1,1  1.458,400,0  0  0,0,0  0  0
Αγίου Γεωργίου,1,1  200,50,4  3  1.102,363,4  3  1
Αγίου ?ημητρίου,0,0  0,0,1  0  104,31,1  1  0
Αγίου Ηλία Πηνηίων,1,1  190,55,2  2  340,101,3  1  2
Αγίου Ηλία Πύργου (Αγίου Ηλία,3,6  1.649,535,0  0  0,0,4  0  4
Λετρίνων),,,,,,
Αγίου Ιωάννου,4,5  3.345,1.038,0  0  0,0,2  0  2
Αγραπιδοχωρίου,1,1  164,44,0  0  0,0,0  0  0
Αετορράχης,5,6  1.637,458,0  0  0,0,3  1  2
Αλποχωρίου,0,0  0,0,1  1  179,56,1  1  0
Αμπελοκάμπου,1,1  219,73,1  1  867,289,4  2  2
Αμπελώνος,1,1  327,99,0  0  0,0,1  0  1
Αντρωνίου,4,4  1.122,341,3  5  970,306,6  4  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αρβανίτη,1,1  116,41,0  0  0,,0,0  0  0
¶σπρων Σπιτιών,1,2  50,120,1  0  502,,178,3  2  1
Αυγείου,2,2  389,110,0  0  0,,0,1  1  0
Αυγής,6,9  2.408,736,0  0  0,,0,7  0  7
Βαρβασαίνης,4,5  2.229,716,2  0  527,,147,4  0  4
Βάρδας,34,48  17.993,5.375,9  8  2.427,,722,40  9  31
Βασιλακίου,2,2  2.142,547,1  0  60,,18,0  0  0
Βελανιδίου,0,0  0,0,1  0  145,,45,1  1  0
Βουλιαγμένης,0,0  0,0,1  1  203,,70,1  0  1
Βουνάργου,6,9  2.401,772,1  0  70,,18,6  2  4
Βροχίτσης,0,0  0,0,3  0  1.049,,332,2  1  1
Βυτιναιίκων,1,2  584,200,0  0  0,,0,1  0  1
Γερακίου,4,4  1.988,590,0  0  0,,0,2  1  1
Γουμέρου,4,4  823,249,2  0  500,,146,4  2  2
Γρανιτσαιίκων,1,1  521,232,0  0  0,,0,1  0  1
?άφνης,1,1  331,102,1  1  383,,112,2  0  2
?αφνιωτίσσης,1,1  130,40,0  0  0,,0,0  0  0
?ουναιίκων,3,3  569,191,0  0  0,,0,1  0  1
Ήλιδος,1,2  306,113,0  0  0,,0,1  1  0
Ηρακλείας,1,1  748,214,0  0  0,,0,1  0  1
Καβάσιλα,2,4  1.237,324,2  0  221,,63,2  0  2
Καμένης,1,2  907,273,0  0  0,,0,2  0  2
Καράτουλα,7,8  2.252,676,5  4  1.960,,577,9  2  7
Καρδαμά,2,4  935,258,1  1  247,,78,4  2  2
Καρδιακαυτίου,4,6  1.368,386,0  0  0,,0,3  1  2
Καρυάς,2,3  776,255,0  0  0,,0,3  1  2
Κάστρου,12,19  13.579,4.496,4  5  1.714,,561,18  8  10
Κατακόλου,4,6  1.716,478,2  2  438,,146,5  3  2
Κατσαρού,1,1  596,186,2  0  137,,41,2  1  1
Κάτω Παναγίας,1,1  890,276,1  2  296,,79,3  1  2
Κέντρου,0,0  0,0,1  1  182,,64,1  1  0
Κεραμιδιάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  0  580,210,1  0  1
Κλαδέου,2,3  1.031,346,0  0  0,0,3  1  2
Κολιρίου,5,7  1.965,559,0  0  0,0,4  2  2
Κορακοχωρίου,1,1  408,136,1  0  98,33,1  1  0
Κοροίβου,7,7  10.182,2.954,6  5  1.449,451,11  4  7
Κορυφής,1,1  285,79,1  3  863,302,2  0  2
Κούμανη,3,3  1.455,408,1  1  221,62,2  1  1
Κουτσοχέρας,1,2  304,98,0  0  0,0,1  0  1
Κρυόβρυσης,2,3  1.015,296,0  0  0,0,1  0  1
Κρυονερίου,1,1  391,142,1  0  153,51,2  2  0
Κυλλήνης,5,5  2.427,700,2  2  468,156,9  7  2
Λάλα,2,3  600,199,1  0  234,72,3  1  2
Λαμπείας,2,2  1.145,330,0  0  0,0,0  0  0
Λανθίου,0,0  0,0,2  0  467,149,2  0  2
Λασταιίκων,1,1  309,103,1  1  328,104,2  0  2
Λατζοϊου,6,11  3.415,981,0  0  0,0,7  2  5
Λεβεντοχωρίου,1,1  399,159,2  1  245,70,3  2  1
Λευκοχωρίου,4,5  1.628,538,2  1  544,175,7  3  4
Λούβρου,1,1  262,75,0  0  0,0,1  0  1
Λουκά,2,2  1.256,386,0  0  0,0,1  0  1
Λυγιάς,5,9  2.876,816,2  1  537,147,5  1  4
Μάγειρα,1,1  1.170,360,0  0  0,0,0  0  0
Μαγούλας,1,1  355,93,1  1  246,68,2  0  2
Μανολάδος,7,11  4.378,1.322,3  2  932,280,12  2  10
Μάχου,1,1  100,25,0  0  0,0,0  0  0
Μελίσσης,1,2  675,190,0  0  0,0,2  1  1
Μιράκας,2,4  1.152,398,0  0  0,0,3  2  1
Μουζακίου,0,0  0,0,1  0  104,35,0  0  0
Μουριάς,1,1  240,80,0  0  0,0,1  0  1
Μυρσίνης,3,3  773,197,1  2  350,99,2  1  1
Μυρτέας,4,7  2.211,680,2  0  4.224,1.608,6  1  5
Νεαπόλεως,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  301,98,1  0  145,42,2  1  1
Νέας Μανολάδος,3,3  1.167,343,1  2  360,103,5  0  5
Νεμούτας,2,2  870,270,0  0  0,0,1  0  1
Νεοχωρίου Μυρτουντίων,1,1  156,52,0  0  0,0,1  0  1
Νησίου,4,5  1.864,540,0  0  0,0,5  0  5
Ξηροκάμπου,1,1  250,70,0  0  0,0,1  0  1
Ξυλοκέρας,1,1  415,126,0  0  0,0,1  0  1
Οινόης,1,2  864,298,0  0  0,0,1  0  1
Παλαιοβαρβασαίνης,1,2  746,219,1  0  90,27,2  1  1
Παλαιοχωρίου,1,1  1.750,500,5  7  1.468,466,4  1  3
Πελοπίου,3,4  884,276,2  1  559,178,3  1  2
Περιστερίου,3,3  609,179,0  0  0,0,1  0  1
Πεύκης,2,3  561,152,2  2  433,136,4  1  3
Πλατάνου,0,0  0,0,5  4  1.592,488,4  1  3
Πουρναρίου,1,1  675,200,0  0  0,0,2  0  2
Πρασίνου,1,1  188,47,0  0  0,0,0  0  0
Ροβιάτας,1,1  407,107,0  0  0,0,1  0  1
Ροδιάς,1,1  360,120,1  1  80,25,1  1  0
Ρουπακίου,24,51  18.684,6.288,7  7  4.030,1.194,43  5  38
Σαβαλίων,5,6  1.851,764,3  3  1.122,326,8  4  4
Σαλμώνης,3,3  1.239,342,1  0  175,55,5  2  3
Σιμοπούλου,14,15  4.740,1.385,2  2  408,122,14  3  11
Σκαφιδιάς,1,1  377,98,0  0  0,0,1  0  1
Σκουροχωρίου,2,4  1.382,441,3  1  466,148,7  2  5
Σμίλας,1,1  164,50,1  0  40,13,2  2  0
Σοπίου,2,2  686,205,0  0  0,0,0  0  0
Στρεφίου,1,1  99,30,1  0  291,97,1  0  1
Στρουσίου,0,0  0,0,2  3  704,205,2  0  2
Τραγανού,8,10  3.661,1.077,3  0  380,119,9  3  6
Τσιπιανών,2,2  2.701,737,0  0  0,0,1  0  1
Φλόκα,0,0  0,0,1  0  2.738,913,4  2  2
Φολόης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",15,18  8.486,2.600,3  1  230,75,8  4  4
Χαβαρίου,3,5  2.422,715,8  2  8.850,1.973,8  3  5
Χαριάς,1,1  180,46,1  0  87,27,2  2  0
Χειμαδιού,1,1  104,30,2  4  891,281,3  0  3
Χελιδονίου,4,5  1.224,377,0  0  0,0,2  1  1
Ωλένης,14,19  6.052,1.871,2  1  384,123,15  6  9
Ανδριτσαίνης,5,9  2.336,733,2  1  382,125,7  1  6
Ζαχάρως,30,43  16.940,5.100,19  8  4.508,1.414,40  9  31
Κρεστένων,8,11  2.321,761,7  4  2.380,683,12  4  8
Αγίου Ηλία,1,1  269,77,1  0  222,73,2  0  2
Αλιφείρας,5,8  2.217,744,2  0  258,77,8  4  4
