Τυρού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",3,4  2.582,873,4  4  1.714,581,11  5  6
Χαράδρου,1,2  441,138,0  0  0,0,1  0  1
Λεβιδίου,10,20  11.064,3.280,10  6  12.149,1.785,20  2  18
Τριπόλεως,91,223  201.360,57.351,60  48  38.152,9.861,339  83  256
Αγίου Κωνσταντίνου,1,2  680,244,1  0  49,16,1  0  1
Αγιωργιτίκων,0,0  0,0,1  0  60,19,0  0  0
Αθηναίου,1,2  677,197,0  0  0,0,2  2  0
Αλέας,3,4  2.004,475,0  0  0,0,0  0  0
Αλεποχωρίου,1,1  357,102,0  0  0,0,0  0  0
Αραχαμιτών,1,1  998,240,0  0  0,0,0  0  0
Αρτεμισίου,0,0  0,0,1  2  696,176,2  2  0
Βαλτετσίου,2,2  530,200,0  0  0,0,1  0  1
Βλαχέρνης,4,6  2.351,887,1  0  281,94,4  1  3
Βλαχοκερασέας,0,0  0,0,2  1  113,37,2  2  0
?άρα,2,6  1.620,494,0  0  0,0,3  2  1
Επισκοπής,2,2  2.247,504,0  0  0,0,1  0  1
Ζευγολατιού,4,5  11.049,2.273,0  0  0,0,1  0  1
Θάνα,2,2  6.184,964,0  0  0,0,0  0  0
Κανδάλου,1,1  657,169,0  0  0,0,1  0  1
Κανδήλας,2,3  2.930,848,0  0  0,0,1  0  1
Κάψα,1,1  108,38,0  0  0,0,1  1  0
Κερασιάς,2,2  1.381,327,1  0  45,15,2  0  2
Κεραστάρη,1,1  369,123,0  0  0,0,0  0  0
Μαγούλας,0,0  0,0,1  1  395,131,1  0  1
Μανθυρέας,2,3  1.671,576,0  0  0,0,3  0  3
Μαυρικίου,1,1  479,168,0  0  0,0,1  0  1
Μερκοβουνίου,3,4  1.416,452,0  0  0,0,2  0  2
Νεστάνης,1,1  600,200,1  1  385,110,1  0  1
Παλαιοπύργου,1,2  897,299,0  0  0,0,2  1  1
Πάπαρη,0,0  0,0,1  1  183,61,1  1  0
Παρθενίου,1,1  508,166,0  0  0,0,1  0  1
Πελάγους,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  1.800,360,0  0  0,,0,0  0  0
Περθωρίου,0,0  0,0,1  1  198,,66,1  0  1
Πιάνας,1,1  141,47,1  1  268,,93,2  2  0
Πικέρνη,0,0  0,0,1  0  108,,38,1  1  0
Ροεινού,2,3  666,210,0  0  0,,0,1  0  1
Σιμιάδων,0,0  0,0,1  0  51,,18,1  1  0
Σκοπής,2,2  1.125,388,0  0  0,,0,2  0  2
Σταδίου,3,3  2.015,483,4  2  804,,295,3  1  2
Στενού,2,3  940,533,2  0  1.041,,215,3  1  2
Στρίγκου,0,0  0,0,3  0  340,,115,3  2  1
Τζίβα,4,5  9.410,1.897,0  0  0,,0,6  0  6
Χρυσοβιτσίου,3,3  1.233,411,0  0  0,,0,3  0  3
Ανατολικής Φαλαισίας,3,4  889,287,10  7  3.715,,1.088,10  2  8
Μεγαλοπόλεως,33,44  19.461,5.498,31  15  9.436,,3.125,41  18  23
Ακόβου,5,10  2.747,932,0  0  0,,0,5  0  5
?υρραχίου,3,3  811,269,1  0  88,,35,3  0  3
Ελληνίτσης,1,1  318,102,0  0  0,,0,1  0  1
Ίσαρη,1,2  872,260,1  0  150,,50,3  1  2
Λεπτινίου,1,2  326,97,0  0  0,,0,1  0  1
Μακρυσίου,1,1  900,200,0  0  0,,0,0  0  0
Ποταμιάς,0,0  0,0,1  3  543,,181,2  1  1
Φαλαισίας,3,5  749,262,3  3  462,,155,3  0  3
Χιράδων,0,0  0,0,1  1  130,,50,1  1  0
Χράνων,0,0  0,0,1  0  257,,91,1  1  0
ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,702,1.081  600.641,163.428,321  238  285.967,,58.556,1.100  319  781
Κορίνθου,66,131  90.598,27.318,41  36  67.561,,11.024,138  23  115
Λουτρακίου Περαχώρας,47,84  56.845,14.669,17  18  17.681,,3.498,103  44  59
Ξυλοκάστρου,35,65  32.160,9.914,22  15  6.344,,1.872,88  38  50
Σικυώνος,21,37  25.142,8.059,25  20  14.952,,3.690,71  14  57
Αγιονορίου,1,1  372,120,0  0  0,,0,1  0  1
Αγίου Βασιλείου,4,5  3.715,1.035,1  1  497,,141,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγίου Ιωάννου,14,23  13.381,3.859,4  1  6.672,967,25  13  12
Αγίων Θεοδώρων,9,12  7.512,1.571,7  4  2.281,697,11  5  6
Αηδονίων,1,1  185,57,0  0  0,0,1  0  1
Αθικίων,14,17  14.532,3.773,14  9  17.335,3.194,20  1  19
¶νω Τρικάλων,2,3  836,284,3  1  446,134,4  3  1
Αρχαίας Κορίνθου,13,20  9.921,2.665,6  3  17.498,2.402,17  7  10
Αρχαίας Νεμέας,0,0  0,0,1  0  822,274,0  0  0
Αρχαίας Φενεού,1,1  216,64,2  3  917,275,3  1  2
Αρχαίων Κλεωνών,2,3  1.312,405,1  0  2.000,500,3  0  3
Ασπροκάμπου,3,4  7.370,1.162,0  0  0,0,0  0  0
¶σσου,12,15  6.249,1.726,3  3  785,232,11  4  7
Βελίνης,3,5  1.509,506,1  1  37,15,3  0  3
Βέλου,26,35  11.550,3.440,10  9  2.554,778,31  9  22
Βοχαϊκού,7,9  3.532,1.050,3  0  773,236,8  3  5
Βραχατίου,22,36  17.484,5.510,7  7  6.517,1.800,34  3  31
Γαλατακίου,37,53  22.389,6.609,11  6  3.052,924,57  17  40
Γελινιατίκων,3,4  1.592,512,1  1  378,118,5  0  5
Γκούρας,1,2  660,192,1  3  2.285,643,10  8  2
Γονούσσης,1,1  242,69,2  1  1.110,343,2  0  2
?ερβενίου,7,12  4.755,1.488,1  1  86,29,10  1  9
?ιμηνιού,8,13  5.814,1.750,2  2  545,186,18  11  7
Εβροστίνης-Pοζενών,32,47  17.458,5.320,6  2  2.180,695,42  13  29
Ελληνοχωρίου,3,4  900,284,0  0  0,0,2  1  1
Εξαμιλίων,15,24  12.168,3.751,3  2  388,121,18  4  14
Ευαγγελιστρίας,4,6  2.739,766,1  0  51,18,3  0  3
Ζευγολατιού,16,20  46.280,6.954,9  4  19.094,2.819,16  3  13
Θαλερού,2,2  368,124,0  0  0,0,2  1  1
Ισθμίας,8,12  17.492,3.242,6  3  12.878,2.515,11  5  6
Καισαρίου,1,1  8.800,1.250,2  1  4.563,841,1  1  0
Καμαρίου,3,7  4.049,1.227,1  0  333,112,9  1  8
Καρυάς,6,7  1.580,480,1  0  91,29,5  3  2
Καστανέας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  1.092,328,0  0  0,,0,3  0  3
Καστρακίου,2,2  648,120,2  0  894,,225,1  0  1
Κατακαλίου,3,5  1.942,625,6  6  2.080,,596,9  2  7
Κάτω ¶σσου,14,21  7.294,2.206,0  0  0,,0,15  2  13
Κάτω ?ιμηνιού,13,19  10.492,2.602,9  6  18.802,,4.354,17  5  12
Κάτω Λουτρού,4,6  1.176,430,2  2  218,,89,4  2  2
Κάτω Συνοικίας Τρικάλων,1,1  366,84,0  0  0,,0,0  0  0
Κεφαλαρίου,1,1  1.400,319,1  0  169,,53,1  1  0
Κλένιας,2,2  1.138,380,0  0  0,,0,1  0  1
Κλημεντίου,0,0  0,0,1  1  358,,99,0  0  0
Κοκκωνίου,9,17  6.220,1.899,7  6  2.860,,699,21  12  9
Κορφιωτίσσης,1,1  200,67,0  0  0,,0,1  0  1
Κόρφου,13,22  8.048,2.485,3  2  454,,147,21  3  18
Κουταλά,7,9  3.059,968,3  1  5.886,,1.157,6  1  5
Κουτσίου,1,1  180,50,1  1  5.085,,870,0  0  0
Κρηνών,3,6  2.129,576,1  1  939,,277,5  0  5
Κρυονερίου,6,8  3.485,751,3  1  700,,247,3  0  3
Κυλλήνης,0,0  0,0,1  2  536,,161,1  0  1
Λαλιώτου,6,6  2.818,827,2  2  431,,124,6  3  3
Λαύκας,1,1  165,39,2  2  2.234,,665,3  1  2
Λεοντίου,1,1  174,58,1  0  867,,289,2  0  2
Λεχαίου,9,14  5.464,1.572,2  2  645,,172,11  2  9
Λυγιάς,6,10  3.305,954,0  0  0,,0,5  0  5
Λυκοποριάς,3,5  2.160,687,0  0  0,,0,10  8  2
Μάννας,3,3  831,242,0  0  0,,0,1  0  1
Ματίου,1,1  84,28,0  0  0,,0,0  0  0
Μεγάλου Βάλτου,3,5  1.923,637,0  0  0,,0,5  0  5
Μελισσίου,9,17  4.974,1.608,7  7  1.600,,479,17  10  7
Μέσης Συνοικίας Τρικάλων,4,5  2.131,649,0  0  0,,0,4  1  3
Μεσινού,1,1  251,78,1  1  1.960,,442,1  0  1
Μικρού Βάλτου,1,1  535,139,1  2  511,,153,2  0  2
Μοσιάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  120,41,1  1  82,,21,2  2  0
Μουλκίου,5,6  2.713,735,0  0  0,,0,1  1  0
Μπολατίου,4,5  2.253,740,4  3  1.814,,548,9  1  8
Νεμέας,11,13  9.967,1.955,11  11  8.232,,1.745,13  4  9
Ξυλοκερίζης,6,7  3.288,1.077,3  1  2.763,,462,7  1  6
Παναριτίου,4,4  1.915,594,0  0  0,,0,3  0  3
Πανοράματος,2,3  434,147,0  0  0,,0,2  1  1
Παραδεισίου,1,1  600,150,0  0  0,,0,0  0  0
Πασίου,6,7  3.642,1.184,0  0  0,,0,5  0  5
Πελλήνης,0,0  0,0,1  0  0,,50,0  0  0
Περιγιαλίου,4,5  2.234,764,2  1  807,,225,10  6  4
Πετρίου,2,3  1.970,568,0  0  0,,0,1  0  1
Πισίων,3,4  1.516,452,2  2  536,,163,3  1  2
Πιτσών,2,3  574,191,0  0  0,,0,1  1  0
Πουλλίτσης,6,11  4.469,1.336,1  0  192,,68,6  0  6
Πύργου,2,2  603,159,2  2  695,,208,2  1  1
Ρεθίου,1,1  244,60,0  0  0,,0,0  0  0
Ρίζης,2,2  140,42,2  1  265,,77,3  3  0
Σικυώνος,1,1  580,200,1  0  180,,56,2  0  2
Σολομού,1,1  563,182,1  1  4.400,,706,0  0  0
Σουληναρίου,1,2  465,155,0  0  0,,0,1  0  1
Σουλίου,6,10  4.044,1.247,5  4  1.213,,368,8  1  7
Σοφικού,9,12  10.112,2.190,3  1  808,,238,12  2  10
Στιμάγκας,8,10  4.540,1.406,0  0  0,,0,3  1  2
Στομίου,2,4  700,242,0  0  0,,0,2  1  1
Στυμφαλίας,3,3  1.093,296,2  2  674,,216,2  0  2
Συκέας,10,19  7.146,2.127,0  0  0,,0,19  1  18
Ταρσινών,3,4  1.972,545,0  0  0,,0,4  0  4
Τιτάνης,1,2  490,162,0  0  0,,0,1  0  1
Φενεού,4,4  2.533,587,2  0  891,,184,2  1  1
Χαλκείου,1,1  405,119,0  0  0,,0,0  0  0
Χιλιομοδίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",9,12  3.544,1.042,7  6  2.480,801,13  0  13
Ψαρίου,1,1  381,120,0  0  0,0,1  0  1
ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,420,728  433.693,122.403,424  355  154.975,47.908,1.109  419  689
Γυθείου,58,97  34.482,10.605,37  27  10.696,3.369,129  57  72
Αιγιών,1,3  1.269,423,1  1  51,17,2  0  2
Βαχού,3,7  3.257,846,3  3  237,76,7  2  5
?ροσοπηγής,1,1  36,12,0  0  0,0,1  1  0
?ρυμού,0,0  0,0,2  1  555,165,1  1  0
Καρβελά,1,2  482,165,1  2  330,104,2  1  1
Κότρωνα,15,26  7.899,2.417,9  7  2.029,618,49  33  16
Μαραθέας,1,1  235,69,0  0  0,0,1  1  0
Μολάων,26,48  59.357,8.855,17  14  3.532,1.299,46  15  31
Αγγελώνας,1,1  771,224,2  4  1.120,332,4  1  3
Αγίου Γεωργίου,16,25  11.199,3.915,15  15  5.733,1.706,38  14  24
Αγίου ?ημητρίου Ζάρακος,32,55  29.807,8.533,31  29  16.294,4.569,95  37  57
Αγίου ?ημητρίου Μονεμβασίας,9,14  5.860,1.793,16  6  3.247,966,16  2  14
Αγίου Ιωάννου,1,1  217,57,2  4  441,135,3  0  3
Αγίου Νικολάου Βοιών,1,1  129,38,1  1  63,27,2  2  0
Αγίου Νικολάου Μονεμβασίας,0,0  0,0,1  0  417,141,2  1  1
Αγίων Αποστόλων,1,1  343,115,2  3  798,261,3  1  2
Απιδέας,0,0  0,0,2  3  787,255,2  1  1
Αστερίου,1,1  168,56,0  0  0,0,1  1  0
Ασωπού,1,2  526,175,1  1  290,76,4  1  3
Βλαχιώτη,0,0  0,0,3  4  2.354,525,3  1  2
Γλυκόβρυσης,0,0  0,0,3  3  882,294,2  0  2
?αιμονίας,0,0  0,0,2  3  799,265,3  0  3
Ελαίας,3,4  3.013,960,0  0  0,0,7  0  7
Ελαφονήσου,5,8  3.507,875,3  3  823,242,10  2  8
Ελίκας,0,0  0,0,1  0  300,59,0  0  0
Έλους,0,0  0,0,1  2  483,161,2  1  1
Κυπαρισσίου,0,0  0,0,1  0  1.200,296,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Λαχίου,1,3  982,337,1  3  342,114,6  5  1
Μεταμορφώσεως,2,3  988,275,1  1  312,104,4  0  4
Μονεμβασίας,21,35  18.107,5.862,24  17  9.870,3.443,61  36  25
Μυρτέας,1,1  462,154,0  0  0,0,1  0  1
Νιάτων,1,1  180,60,1  0  402,134,2  1  1
Νομίων,1,1  254,74,0  0  0,0,1  1  0
Πακίων,0,0  0,0,1  1  220,73,1  0  1
Παντανάσσης,1,2  498,161,1  1  180,58,3  1  2
Ρειχέας,7,12  7.323,2.000,8  3  1.925,578,15  6  9
Συκέας,1,2  792,372,3  0  184,122,3  2  1
Σπαρτιατών,68,159  145.913,45.934,82  77  41.803,12.904,312  91  221
Αγίας Ειρήνης,0,0  0,0,2  2  3.730,786,0  0  0
Αγίου Ιωάννου,12,17  5.019,1.461,16  9  5.118,1.392,21  4  17
Αγίου Κωνσταντίνου,4,9  3.892,1.184,1  1  204,68,9  0  9
Αγίου Νικολάου,0,0  0,0,1  0  60,66,0  0  0
Αγίων Αναργύρων,1,1  1.826,153,0  0  0,0,0  0  0
Αλευρούς,0,0  0,0,1  1  586,227,1  0  1
Αμυκλών,3,3  1.291,295,4  4  933,395,4  2  2
Ανωγείων,1,1  128,40,6  7  1.751,580,7  5  2
¶ρνης,1,2  546,182,2  3  237,82,2  1  1
Αφισιού,1,2  729,243,1  0  72,18,3  1  2
Βαρβίτσης,1,2  260,87,0  0  0,0,1  0  1
Βασαρά,0,0  0,0,1  2  193,66,1  1  0
Βρεσθένων,0,0  0,0,1  0  216,72,0  0  0
Βρονταμά,3,5  1.461,484,1  1  672,185,4  0  4
Γερακίου,8,14  6.269,2.006,5  4  1.540,594,10  2  8
Γεωργιτσίου,0,0  0,0,5  5  1.800,552,5  2  3
Γκοριτσάς,3,4  3.208,901,4  3  1.105,351,6  3  3
Γοράνων,0,0  0,0,1  0  59,21,1  1  0
?αφνίου,1,2  686,242,0  0  0,0,1  0  1
Θεολόγου,0,0  0,0,1  0  104,38,1  1  0
Καλλιθέας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  100,25,0  0  0,,0,0  0  0
Καλυβίων Σοχάς,0,0  0,0,2  4  835,,289,4  2  2
Καρυών,2,3  3.700,789,2  1  492,,178,2  0  2
Καστορείου,2,2  239,67,6  5  1.614,,539,5  2  3
Κεφαλά,1,1  193,64,1  2  168,,56,2  2  0
Κλαδά,3,6  3.038,885,0  0  0,,0,1  0  1
Κροκεών,12,17  7.777,2.296,18  11  3.520,,1.168,28  11  17
Λευκοχώματος,1,1  216,72,1  0  42,,14,1  0  1
Μαγούλας,18,30  17.108,4.964,10  6  2.398,,783,24  4  20
Μυστρά,9,16  13.268,2.883,2  1  203,,129,8  2  6
Ξηροκαμπίου,13,21  8.656,2.787,19  15  7.816,,2.325,34  13  21
Παλαιοπαναγίας,0,0  0,0,2  4  1.573,,444,3  2  1
Παρορείου,1,2  1.280,416,0  0  0,,0,2  0  2
Πελλάνας,1,1  800,262,3  4  1.516,,484,4  1  3
Περιβολίων,0,0  0,0,3  2  651,,129,2  1  1
Πετρίνας,0,0  0,0,1  0  40,,18,0  0  0
Πλατάνας,0,0  0,0,1  0  199,,116,0  0  0
Ποταμιάς,0,0  0,0,2  3  596,,199,1  0  1
Σελλασίας,3,5  1.505,446,5  4  592,,246,7  4  3
Στεφανιάς,1,1  168,48,0  0  0,,0,0  0  0
Τραπεζαντής,0,0  0,0,1  0  78,,26,0  0  0
Χρυσάφων,0,0  0,0,1  2  123,,61,0  0  0
Αλίκων,26,34  9.159,2.812,7  5  1.519,,479,39  20  19
Αρεοπόλεως,3,4  1.629,523,3  3  3.008,,978,16  11  5
Βάθειας,2,3  1.286,374,0  0  0,,0,2  1  1
Γέρμας,1,1  200,50,1  1  313,,102,2  1  1
Γερολιμένος,0,0  0,0,1  1  600,,164,1  0  1
ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,759,1.323  572.901,174.580,402  290  155.972,,43.815,1.563  647  916
Καλαμάτας,158,351  182.857,57.109,64  75  48.459,,13.154,484  202  282
Αβίας,9,13  4.689,1.398,4  2  803,,258,18  8  10
Αγίου Νικολάου,2,2  437,125,0  0  0,,0,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αιθαίας,2,3  1.141,337,0  0  0,,0,3  0  3
Αλαγονίας,2,4  1.879,600,1  2  137,,35,3  3  0
Αλτομιρών,1,2  157,52,0  0  0,,0,1  1  0
Αλωνίων,1,1  184,62,0  0  0,,0,1  1  0
¶μμου,1,1  313,92,0  0  0,,0,1  0  1
Αμφείας,0,0  0,0,1  1  78,,26,1  1  0
Αντικαλάμου,1,1  312,80,0  0  0,,0,1  0  1
¶ριος,5,6  1.244,374,2  0  413,,120,3  0  3
Αριοχωρίου,2,3  762,254,0  0  0,,0,2  1  1
Αρτεμισίας,1,1  313,111,0  0  0,,0,1  0  1
Αρφαρών,7,9  2.584,783,4  1  544,,163,8  3  5
Ασπροχώματος,1,1  150,50,1  0  117,,30,1  1  0
Βελανιδιάς,1,1  63,21,0  0  0,,0,1  1  0
Βέργας,2,4  1.699,498,1  0  302,,105,4  1  3
Θαλαμών,0,0  0,0,1  2  470,,140,1  0  1
Θουρίας,4,5  953,299,5  1  650,,200,7  6  1
Κάμπου,1,3  437,112,0  0  0,,0,1  0  1
Καρδαμύλης,13,25  11.214,3.469,11  8  3.336,,930,33  16  17
Λαιίκων,2,4  1.574,533,1  2  84,,29,4  1  3
Μικράς Μαντινείας,0,0  0,0,1  0  304,,78,1  0  1
Μικρομάνης,1,1  378,97,1  1  409,,130,2  0  2
Νεδούσης,1,1  135,45,0  0  0,,0,1  1  0
Νεοχωρίου,25,40  33.141,10.386,5  4  2.055,,654,37  17  20
Πηγών,0,0  0,0,1  2  171,,56,1  1  0
Πηδήματος,2,2  1.788,570,0  0  0,,0,1  0  1
Πλατέος,0,0  0,0,1  0  70,,23,0  0  0
Προσηλίου,0,0  0,0,1  0  172,,44,1  1  0
Ριγκλίων,1,1  329,88,0  0  0,,0,1  0  1
Σπερχογείας,5,12  4.766,1.499,1  1  387,,138,10  2  8
Σταυροπηγίου,0,0  0,0,1  1  960,,320,2  0  2
Τσερίων,1,2  495,127,0  0  0,,0,2  1  1
Ανδρούσης,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",5,6  1.741,521,6  1  4.112,803,9  3  6
Μελιγαλά,11,14  7.205,2.119,6  0  2.451,816,12  7  5
Μεσσήνης,25,37  12.912,3.826,17  9  6.072,1.713,45  13  32
Αβραμιού,1,1  617,177,0  0  0,0,2  2  0
Αμφιθέας,1,1  600,158,0  0  0,0,1  0  1
Αναλήψεως,2,4  1.579,529,1  1  230,75,6  4  2
Ανδανίας,4,5  1.139,355,1  0  85,23,5  4  1
Αριστοδημείου,0,0  0,0,1  0  85,30,1  1  0
Αριστομένους,3,3  718,199,4  6  1.550,518,8  1  7
Αρσινόης,0,0  0,0,1  0  42,14,1  1  0
Βαλύρας,4,4  1.021,320,1  0  660,220,5  3  2
Βελίκας,1,1  150,52,0  0  0,0,1  1  0
Βουταίνης,0,0  0,0,1  0  35,12,1  1  0
?ιαβολιτσίου,2,3  1.131,283,1  0  72,25,2  1  1
?ιοδίων,0,0  0,0,1  0  30,10,0  0  0
Ελληνοεκκλησίας,1,1  3.195,770,1  0  24,8,1  1  0
Εύας,1,1  553,178,3  3  559,180,4  2  2
Ηλέκτρας,1,2  252,78,0  0  0,0,1  0  1
Καλλιρρόης,1,1  576,162,0  0  0,0,1  0  1
Καρτερολίου,3,4  1.392,417,1  0  263,94,4  3  1
Κάτω Μελπείας,2,3  672,199,0  0  0,0,2  0  2
Κεντρικού,1,2  355,121,0  0  0,0,1  0  1
Κεφαλοβρύσου,0,0  0,0,1  1  433,138,1  0  1
Κορομηλέας,0,0  0,0,2  2  547,183,3  2  1
Λαμπαίνης,0,0  0,0,1  0  330,110,0  0  0
Μάλτας,1,1  95,35,0  0  0,0,0  0  0
Μαντζαρίου,0,0  0,0,2  1  474,126,2  1  1
Μαυρομματίου Ιθώμης,0,0  0,0,2  2  451,125,0  0  0
Μαυρομματίου Παμίσου,1,1  674,224,1  0  69,23,2  1  1
Μερόπης,1,2  3.828,1.049,2  0  268,88,7  2  5
Μίλα,2,2  419,113,4  2  1.267,380,5  1  4
Νεοχωρίου Ιθώμης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  1.480,399,2  2  1.029,279,3  3  0
Οιχαλίας,6,9  2.636,809,7  4  1.485,478,13  6  7
Παραπουγκίου,0,0  0,0,1  1  148,38,1  1  0
Πλατανόβρυσης,1,1  260,86,0  0  0,0,1  0  1
Πολίχνης,1,1  349,92,0  0  0,0,1  0  1
Σκάλας,2,2  554,191,1  0  24,8,3  2  1
Στενυκλάρου,0,0  0,0,1  0  11,4,0  0  0
Στέρνας,0,0  0,0,1  1  86,31,0  0  0
Στρεφίου,0,0  0,0,1  0  181,61,1  1  0
Τρικόρφου,2,3  7.359,996,2  1  159,53,3  2  1
Τριόδου,0,0  0,0,1  1  224,78,1  0  1
Τσουκαλαιίκων,0,0  0,0,1  0  92,33,0  0  0
Φίλια,1,1  72,24,1  0  78,28,1  1  0
Πύλου,19,38  13.575,4.499,11  3  2.356,608,38  17  21
Αδριανής,1,1  399,133,0  0  0,0,1  1  0
Αχλαδοχωρίου,2,3  445,146,0  0  0,0,1  0  1
Βασιλιτσίου,1,2  604,159,0  0  0,0,2  1  1
Βλάση,1,1  232,72,0  0  0,0,1  0  1
Βλαχοπούλου,3,3  875,267,2  2  775,233,4  2  2
Βουναρίων,1,1  463,150,0  0  0,0,1  0  1
?άρα,1,2  81,27,1  0  45,15,1  1  0
Ευαγγελισμού,17,24  10.198,3.234,4  7  856,268,25  5  20
Καινούργιου Χωρίου,5,9  2.366,785,2  1  214,73,8  4  4
Καλλιθέας,2,4  1.159,389,1  0  102,34,4  1  3
Καλοχωρίου,0,0  0,0,1  0  41,13,0  0  0
Κορυφασίου,3,3  968,306,1  1  417,152,3  1  2
Κορώνης,43,61  19.956,6.369,11  11  4.044,1.226,76  30  46
Κρεμμυδίων,0,0  0,0,2  0  119,38,2  2  0
Κυνηγού,2,2  1.029,296,1  0  105,35,2  1  1
Λαχανάδας,4,5  1.219,388,0  0  0,0,5  2  3
Λογγάς,21,33  11.175,3.341,6  7  1.219,419,42  19  23
Μεθώνης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",17,25  8.924,2.908,4  4  1.560,501,20  3  17
Μεσοποτάμου,0,0  0,0,1  0  98,33,1  1  0
Μεσοχωρίου,0,0  0,0,1  0  250,83,1  0  1
Μηλίτσης,2,4  861,262,0  0  0,0,3  1  2
Μυρσινοχωρίου,0,0  0,0,1  1  282,94,1  0  1
