Τυχερού,1,2  917,268,0  0  0,0,1  0  1
?αδιάς,1,1  316,100,0  0  0,0,1  0  1
Λυκόφωτος,0,0  0,0,1  2  324,107,3  3  0
Πέπλου,0,0  0,0,1  1  324,87,0  0  0
Προβατώνος,0,0  0,0,1  0  15.943,2.273,0  0  0
Τριφυλλίου,8,8  1.816,600,0  0  0,0,8  0  8
ΝΟΜΟΣ ΞΑΝΘΗΣ,447,794  859.117,171.789,75  80  28.863,9.094,966  45  921
Ξάνθης,127,375  238.915,65.860,44  56  20.500,6.542,599  17  582
Σταυρουπόλεως,3,5  1.470,443,0  0  0,0,4  0  4
Αβάτου,3,3  818,256,0  0  0,0,1  0  1
Αβδήρων,1,1  1.029,279,0  0  0,0,0  0  0
Γενισέας,12,12  49.451,7.808,3  2  825,208,7  0  7
Γέρακα,1,2  740,324,0  0  0,0,2  0  2
?ιομηδείας,43,51  46.400,6.804,4  4  990,316,43  2  41
Εξοχής,4,4  13.232,3.455,2  3  1.580,459,6  0  6
Ερασμίου,2,3  506,166,0  0  0,0,2  0  2
Ευλάλου,22,25  6.674,2.181,1  0  200,66,19  1  18
Ευμοίρου,37,40  288.506,40.817,2  1  1.100,340,19  0  19
Εχίνου,9,15  3.829,1.190,0  0  0,0,14  0  14
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Θερμών,5,7  2.158,568,0  0  0,,0,3  0  3
Κιμμερίων,28,40  47.898,10.094,6  5  1.143,,386,39  1  38
Κοτύλης,9,13  3.212,974,1  1  270,,81,12  0  12
Κουτσού,1,1  689,120,0  0  0,,0,1  0  1
Μαγγάνων,8,8  48.236,5.671,1  1  180,,60,6  0  6
Μαγικού,7,9  12.936,3.166,1  0  435,,125,10  0  10
Μύκης,36,58  14.464,4.496,1  1  175,,55,51  0  51
Μυρωδάτου,2,3  1.634,496,0  0  0,,0,2  0  2
Νέας Κεσσάνης,8,11  4.305,1.336,0  0  0,,0,29  20  9
Νεοχωρίου,3,4  9.768,1.336,0  0  0,,0,3  0  3
Ολβίου,0,0  0,0,1  1  60,,20,1  1  0
Πηγαδίων,3,3  7.024,1.932,0  0  0,,0,1  0  1
Πολυσίτου,1,2  600,200,1  0  244,,62,3  0  3
Σελέρου,53,75  25.453,7.146,5  4  861,,284,69  2  67
Σουνίου,10,15  4.915,1.399,1  1  60,,20,16  1  15
Τοξοτών,7,7  23.657,3.107,1  0  240,,70,4  0  4
Ωραίου,2,2  598,165,0  0  0,,0,0  0  0
ΝΟΜΟΣ ΡΟ?ΟΠΗΣ,329,600  915.945,184.132,303  209  295.657,,54.269,1.075  414  661
Κομοτηνής,148,392  543.709,119.680,99  93  105.627,,20.728,763  320  443
Αγίων Θεοδώρων,1,1  930,150,2  2  405,,198,2  1  1
Αιγείρου,1,1  27.588,4.500,9  7  3.515,,1.058,6  2  4
Αμαξάδων,16,23  8.100,2.377,3  1  936,,267,21  5  16
Αμαράντων,5,5  1.888,605,1  1  675,,184,8  2  6
Αμβροσίας,3,3  2.954,808,4  3  1.609,,508,8  0  8
Ασωμάτων,10,10  4.236,1.048,9  3  2.911,,905,13  6  7
Γρατινής,9,9  3.228,847,11  8  2.656,,936,10  3  7
Θρυλορίου,20,24  255.320,35.943,13  2  127.803,,15.554,12  2  10
Ιάσμου,17,22  10.608,3.228,37  28  10.291,,3.145,48  15  33
Ιμέρου,0,0  0,0,1  1  278,,79,0  0  0
Κάλχαντος,6,6  2.898,749,2  3  1.429,,396,8  1  7
Καρυδιάς,2,3  5.382,778,0  0  0,,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Κοσμίου,9,9  3.758,1.194,2  0  100,42,10  0  10
Μαρωνείας,5,6  1.660,570,4  1  836,289,9  6  3
Μέσης,5,7  2.547,784,9  2  5.887,941,15  5  10
Μιράνων,1,1  747,238,3  1  1.120,164,3  1  2
Νέας Καλλίστης,0,0  0,0,3  2  1.564,493,3  1  2
Νέου Σιδηροχωρίου,3,3  1.473,370,2  1  709,234,3  1  2
Ξυλαγανής,5,5  1.954,629,3  1  817,244,8  5  3
Οργάνης,0,0  0,0,1  1  369,125,1  0  1
Πανδρόσου,2,2  811,254,1  0  219,73,3  2  1
Πελαγίας,0,0  0,0,1  0  152,48,0  0  0
Πολυάνθου,3,4  1.144,381,3  1  807,272,6  1  5
Προσκυνητών,4,4  1.762,521,3  2  768,219,7  1  6
Σάλπης,1,1  256,85,3  2  2.515,521,4  1  3
Σώστου,16,18  14.747,3.315,25  11  8.078,2.506,36  12  24
Φαναρίου,3,4  1.355,454,0  0  0,0,4  1  3
Σαπών,12,13  5.281,1.589,7  5  1.328,435,17  4  13
Αράτου,7,8  5.087,1.116,7  6  1.249,385,12  6  6
Αρίσβης,3,3  1.559,353,10  7  4.066,1.257,14  6  8
Αρριανών,10,11  4.440,1.258,18  9  5.156,1.552,14  2  12
Κέχρου,0,0  0,0,2  2  504,115,0  0  0
Νέας Σάντας,0,0  0,0,1  0  67,20,1  1  0
Φιλλύρας,2,2  523,308,4  3  1.211,376,6  1  5
ΚΕΝΤΡΙΚΗ ΜΑΚΕ?ΟΝΙΑ,5.685,11.732  9.431.700,2.395.818,2.723  2.215  1.808.575,447.404,15.681  4.148  11.533
ΝΟΜΟΣ ΗΜΑΘΙΑΣ,416,717  449.363,122.099,389  258  241.573,60.075,764  160  604
Αλεξανδρείας,46,65  48.722,11.808,37  22  31.544,7.036,62  7  55
Βεροίας,95,247  158.146,44.904,70  56  29.140,9.444,286  58  228
Αγίας Βαρβάρας,10,14  6.910,1.827,5  3  984,394,11  3  8
Αγίας Μαρίνης,2,3  582,180,2  2  755,250,2  1  1
Αγίου Γεωργίου,12,16  6.976,2.255,10  8  3.071,918,17  3  14
Αγκαθιάς,4,6  3.746,973,2  1  408,171,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Βεργίνης,4,5  2.564,845,0  0  0,,0,4  0  4
Βρυσακίου,3,6  2.589,634,2  1  290,,90,5  0  5
Γεωργιανών,1,1  169,49,2  0  777,,346,1  1  0
?ιαβατού,3,5  2.210,745,5  2  1.502,,577,6  0  6
Καβασίλων,2,2  997,266,1  1  152,,40,2  1  1
Καμποχωρίου,4,4  1.313,366,0  0  0,,0,4  1  3
Καστανέας,2,3  1.660,512,3  1  226,,98,3  1  2
Κεφαλοχωρίου,3,3  780,235,1  0  102,,32,3  2  1
Κλειδίου,5,5  7.201,1.404,3  0  1.161,,224,5  3  2
Κορυφής,4,5  976,281,2  1  510,,134,3  0  3
Κουλούρας,0,0  0,0,1  1  500,,143,0  0  0
Κουμαριάς,3,4  1.189,376,2  0  422,,124,3  0  3
Κυψέλης,1,1  552,120,4  2  774,,214,2  1  1
Λουτρού,5,6  1.871,695,1  0  55,,18,5  0  5
Λυκόγιαννης,3,4  1.402,406,3  2  628,,200,6  1  5
Μακροχωρίου,24,31  13.441,4.203,21  19  5.925,,2.085,35  6  29
Μελίκης,13,22  8.857,2.440,10  9  5.907,,1.813,24  3  21
Νέας Νικομηδείας,1,1  640,160,2  2  741,,313,2  1  1
Νεοχωρίου,1,1  399,120,1  0  88,,29,2  1  1
Νησίου,6,7  7.688,1.674,5  3  9.864,,1.508,8  3  5
Ξεχασμένης,4,5  2.479,757,2  0  536,,259,6  2  4
Παλαιού Σκυλλιτσίου,0,0  0,0,2  2  931,,286,2  1  1
Παλατιτσίων,8,9  2.662,874,1  0  249,,66,5  0  5
Πατρίδος,7,11  6.591,1.959,8  5  3.699,,1.178,14  1  13
Πλατέος,9,12  8.603,1.880,9  6  38.692,,6.111,13  2  11
Πολυδένδρου,0,0  0,0,4  5  816,,260,4  2  2
Πρασινάδας,4,5  1.494,412,1  1  130,,34,4  1  3
Προδρόμου,2,2  789,229,7  3  1.093,,391,5  2  3
Ράχης,2,3  824,267,9  8  1.691,,649,9  3  6
Ριζωμάτων,2,2  1.018,267,0  0  0,,0,2  0  2
Σταυρού,1,2  25.000,3.512,10  8  2.033,,636,7  3  4
Συκέας,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  321,95,2  0  497,274,0  0  0
Σφηκιάς,2,3  633,206,1  0  405,135,2  0  2
Τρικάλων,2,2  632,194,6  2  2.035,727,4  1  3
Τριλόφου,7,8  7.890,2.074,1  0  8.777,1.210,4  0  4
Τριποτάμου,3,4  1.020,332,1  1  260,93,2  0  2
Φυτείας,4,5  3.292,812,2  1  456,125,3  1  2
Ειρηνούπολης,13,19  16.686,5.699,11  4  1.861,784,15  7  8
Ναούσης,55,110  57.365,17.768,64  43  39.981,10.911,106  26  80
Αρκοχωρίου,2,5  954,282,1  2  556,166,5  2  3
Γιαννακοχωρίου,2,2  3.644,291,2  0  5.261,1.065,1  0  1
Επισκοπής,1,1  5.294,1.420,6  2  1.262,603,1  1  0
Κάτω Βερμίου,5,7  2.175,699,4  6  1.073,348,12  2  10
Κοπανού,6,8  7.294,1.803,23  13  20.640,4.167,15  5  10
Λευκαδίων,4,5  1.762,555,2  0  1.891,656,6  0  6
Μαρίνης,1,2  600,159,6  5  5.685,1.164,4  0  4
Μονοσπίτων,2,4  704,238,2  0  363,216,2  1  1
Ροδοχωρίου,2,3  572,187,2  1  166,189,1  0  1
Στενημάχου,6,8  6.799,1.421,3  1  4.360,984,3  0  3
Χαριέσσης,2,2  686,229,2  3  648,187,3  0  3
ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.511,6.368  5.404.980,1.379.127,853  744  797.559,177.595,8.923  1.885  7.038
Αγίου Παύλου,14,31  17.386,5.293,5  7  2.244,727,42  5  37
Αμπελοκήπων,21,99  44.431,13.315,6  7  2.028,662,135  35  100
Ελευθερίου-Κορδελιού,36,143  108.716,30.625,10  13  6.739,2.054,257  40  217
(Ελευθερίου),,,,,,
Ευόσμου,213,907  733.291,210.341,64  65  40.482,12.103,1.851  268  1.583
Θεσσαλονίκης,207,955  582.160,149.964,42  41  15.510,4.990,1.331  407  924
Ιωνίας,31,52  137.891,23.887,17  12  31.935,4.725,49  12  37
Καλαμαριάς,77,403  243.484,70.359,39  31  24.440,7.286,576  159  417
Κουφαλίων,30,50  30.021,11.108,47  44  22.277,6.221,79  16  63
Μενεμένης,11,27  32.987,7.864,11  7  15.838,4.634,37  18  19
Νεαπόλεως,23,102  46.494,19.087,5  9  3.203,970,131  31  100
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Πολίχνης,67,200  99.218,30.582,25  28  9.871,3.063,299  50  249
Πυλαίας,54,128  132.844,35.209,12  6  10.315,2.776,166  52  114
Σίνδου,59,100  396.751,61.143,36  19  220.893,29.945,109  33  76
Σταυρουπόλεως,51,162  83.133,25.449,13  14  4.469,1.316,216  59  157
Συκεών,183,472  299.921,94.547,26  20  10.630,3.058,664  109  555
Τριανδρίας,5,24  12.204,3.837,2  2  636,197,44  15  29
Χαλάστρας,26,41  37.815,7.500,25  24  23.067,5.025,47  5  42
Αγγελοχωρίου,10,12  5.330,1.749,4  3  1.002,322,14  5  9
Αγίας Παρασκευής,3,7  3.636,1.142,2  2  1.724,421,12  0  12
Αγίας Τριάδος,15,35  28.608,8.651,3  1  599,174,72  25  47
Αγίου Αθανασίου,25,36  28.027,8.213,7  7  11.919,2.098,25  4  21
Αγίου Αντωνίου,2,3  1.003,306,4  3  1.816,462,10  7  3
Αγχιάλου,10,15  32.297,4.723,5  5  5.914,2.060,11  0  11
Αδένδρου,7,10  17.390,3.541,5  3  3.296,762,6  1  5
Ανατολικού,7,13  4.446,1.317,5  5  1.789,487,11  0  11
Ασβεστοχωρίου,25,49  26.692,8.639,7  6  2.802,899,59  13  46
Βαθυλάκκου,10,14  16.082,3.767,2  2  885,242,9  1  8
Βαλτοχωρίου,2,4  2.244,462,0  0  0,0,0  0  0
Βασιλικών,21,32  77.041,14.425,2  2  779,228,25  3  22
Βραχιάς,1,1  702,238,2  2  208,53,1  0  1
Γεφύρας,6,9  9.130,1.871,19  18  7.646,2.431,21  2  19
?ρυμού,21,27  16.449,4.418,2  1  246,62,19  3  16
Ελεούσης,1,1  704,238,0  0  0,0,1  0  1
Εξοχής,9,17  12.063,3.688,0  0  0,0,25  10  15
Επανομής,79,115  93.962,21.041,12  10  5.727,1.507,95  26  69
Ευκαρπίας,11,22  40.351,9.805,17  8  45.669,10.298,16  0  16
Θέρμης,59,138  194.252,55.639,15  9  17.225,4.648,222  40  182
Καλοχωρίου,30,41  290.939,39.662,19  10  41.660,7.625,22  1  21
Καρδιάς,23,43  30.750,7.820,1  1  539,168,34  1  33
Κάτω Σχολαρίου,6,7  6.189,1.888,4  2  4.435,1.262,7  0  7
Κυμίνων,8,9  6.225,1.454,5  3  1.130,338,9  5  4
Λαγυνών,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",16,29  15.673,4.635,5  3  1.291,478,23  0  23
Λητής,18,28  22.357,5.480,5  3  9.626,2.666,17  4  13
Μελισσοχωρίου,21,33  33.466,6.640,5  5  1.902,522,28  5  23
Μεσαίου,8,8  3.088,983,2  2  1.559,414,10  2  8
Μεσημερίου,11,18  7.887,2.492,7  7  2.144,600,20  6  14
Μικρού Μοναστηρίου,6,8  5.923,1.190,6  5  1.802,1.177,5  2  3
Νέας Μεσημβρίας,11,12  18.069,4.477,8  8  3.884,1.132,14  0  14
Νέας Μηχανιώνας,57,79  44.381,12.537,7  9  3.031,968,75  29  46
Νέας Ραιδεστού,28,47  51.172,11.628,4  4  1.536,482,40  3  37
Νέας Φιλαδελφείας,2,2  531,175,3  3  612,191,5  1  4
Νέου Ρυσίου,19,32  27.729,7.421,1  1  180,61,38  4  34
Νεοχωρούδας,26,36  103.360,18.477,9  4  25.523,5.018,18  3  15
Νέων Επιβατών,23,58  34.950,11.126,2  1  375,126,94  20  74
Νέων Μαλγάρων,15,21  21.483,4.596,8  6  4.434,1.141,15  2  13
Ξηροχωρίου,1,1  465,120,0  0  0,0,1  0  1
Πανοράματος,135,264  174.734,51.637,18  12  8.313,2.720,305  53  252
Παρθενίου,0,0  0,0,4  3  1.662,483,3  1  2
Πενταλόφου,10,13  5.619,1.542,1  2  455,145,10  1  9
Περαίας,72,198  179.243,48.162,6  5  5.060,1.495,346  43  303
Πλαγιαρίου,54,108  53.752,17.021,4  3  1.340,405,104  1  103
Προχώματος,11,15  8.733,2.712,4  4  1.766,506,16  0  16
Σουρωτής,9,13  6.578,1.912,0  0  0,0,10  0  10
Ταγαράδων,9,14  6.053,1.824,1  1  435,122,10  2  8
Τριλόφου,41,70  41.026,12.684,7  6  2.309,706,58  8  50
Φιλύρου,24,43  26.788,8.380,7  4  4.250,1.333,52  9  43
Χαλκηδόνος,10,15  8.980,2.569,11  11  6.360,1.713,26  13  13
Χορτιάτη,25,46  20.705,6.367,5  6  2.436,692,38  3  35
Ωραιοκάστρου,148,291  301.894,76.406,6  5  41.053,7.112,313  19  294
Λαγκαδά,24,39  41.259,9.665,18  18  8.262,2.200,67  25  42
Σοχού,7,14  5.002,1.526,2  0  988,292,9  1  8
Αγίου Βασιλείου,1,2  600,200,6  4  1.877,630,7  2  5
Αδάμ,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  2.479,670,2  2  607,181,1  0  1
Αναλήψεως,1,2  416,139,0  0  0,0,1  0  1
¶νω Σταυρού,2,3  1.138,382,1  1  449,119,3  0  3
Απολλωνίας,1,2  312,104,1  1  317,96,1  1  0
Αρδαμερίου,1,1  2.055,350,1  1  348,116,1  0  1
Αρεθούσης,1,1  217,59,3  2  776,218,2  1  1
Ασκού,6,6  2.398,710,3  2  1.042,308,7  2  5
Ασπροβάλτας,25,40  12.193,3.866,88  81  23.073,7.093,114  31  83
Ασσήρου,7,11  10.417,2.354,4  2  1.169,346,11  3  8
Βασιλουδίου,0,0  0,0,1  0  150,50,1  1  0
Βερτίσκου,1,2  983,298,1  0  47,17,1  0  1
Βόλβης,1,1  8.107,1.476,0  0  0,0,0  0  0
Βρασνών,24,39  12.233,3.882,13  19  5.352,1.693,68  38  30
Γερακαρούς,4,5  3.631,1.068,0  0  0,0,5  2  3
Εξαλόφου,2,4  1.601,507,3  2  764,207,5  2  3
Ζαγκλιβερίου,5,6  4.146,1.357,4  6  1.656,513,7  1  6
Ηρακλείου,3,4  2.002,668,3  3  2.021,636,4  1  3
Καβαλλαρίου,6,8  28.600,5.166,2  1  744,221,2  0  2
Καλαμωτού,2,2  829,219,0  0  0,0,2  0  2
Καρτερών,1,2  662,234,0  0  0,0,1  0  1
Κολχικού,8,11  5.573,1.728,3  2  652,188,10  3  7
Κριθιάς,3,4  1.702,529,0  0  0,0,4  0  4
Κρυονερίου,5,7  1.860,598,1  1  516,208,6  2  4
Λαγκαδικίων,1,1  7.273,1.265,0  0  0,0,0  0  0
Λαχανά,1,1  207,69,0  0  0,0,1  0  1
Λευκοχωρίου,1,1  1.185,372,0  0  0,0,1  0  1
Λιβαδίου,3,3  1.921,564,3  6  1.156,364,7  0  7
Μαυρούδας,0,0  0,0,2  1  1.067,274,1  0  1
Νέας Απολλωνίας,9,17  8.194,2.666,0  0  0,0,18  11  7
Νέας Μαδύτου,3,5  1.841,560,2  2  1.174,332,2  0  2
Νικομηδινού,2,4  1.131,368,0  0  0,0,2  1  1
Νυμφοπέτρας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  350,80,1  2  842,241,2  1  1
Ξυλοπόλεως,1,2  443,149,0  0  0,0,1  0  1
Όσσης,3,4  1.079,366,1  1  705,233,4  2  2
Περιβολακίου,6,9  3.943,1.320,2  2  531,154,7  0  7
Περιστεράς,5,6  1.862,573,1  1  310,102,6  3  3
Πετροκεράσων,3,3  799,259,0  0  0,0,3  1  2
Προφήτου,0,0  0,0,2  1  631,204,2  2  0
Σταυρού,18,33  15.256,4.367,4  4  4.352,1.332,67  49  18
Στίβου,1,1  223,74,0  0  0,0,1  0  1
Χρυσαυγής,2,2  960,320,2  1  1.056,320,5  4  1
ΝΟΜΟΣ ΚΙΛΚΙΣ,280,453  912.786,165.369,107  90  191.688,33.548,518  153  365
Κιλκίς,63,187  168.014,49.854,24  33  20.063,5.746,305  122  183
Πολυκάστρου,24,39  276.032,37.532,17  16  15.168,3.933,50  2  48
Αγίου Μάρκου,1,2  874,271,0  0  0,0,1  0  1
Αμαράντων,7,9  3.875,1.234,2  1  880,193,7  2  5
Αναβρυτού,1,1  220,66,0  0  0,0,1  0  1
Ανθοφύτου,2,2  520,151,0  0  0,0,1  0  1
Αντιγονείας,4,5  1.656,523,1  1  220,69,5  0  5
Αξιοχωρίου,3,3  2.388,724,0  0  0,0,2  0  2
¶σπρου,5,6  22.385,4.232,0  0  0,0,4  0  4
Βάθης,1,1  157,56,0  0  0,0,1  0  1
Βαπτιστού,2,2  4.252,1.059,1  0  1.997,250,0  0  0
Βαφιοχωρίου,1,1  4.200,1.050,1  1  765,255,0  0  0
Γαλλικού,2,2  765,255,5  0  1.008,335,7  4  3
?ροσάτου,6,6  2.202,749,0  0  0,0,4  0  4
Ευζώνων,5,6  4.033,1.044,0  0  0,0,2  0  2
Ευκαρπίας,2,2  2.316,640,1  2  583,165,2  0  2
Θεοδοσίων,0,0  0,0,1  1  365,115,1  0  1
Καμπάνη,7,7  3.055,989,2  0  980,360,6  1  5
Καστανεών,2,2  3.081,732,0  0  0,0,0  0  0
Κάτω Θεοδωρακίου,0,0  0,0,2  1  292,98,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Κρηστώνης,1,1  1.834,346,0  0  0,,0,0  0  0
Λειψυδρίου,1,1  192,64,0  0  0,,0,1  0  1
Μανδρών,2,3  1.626,531,1  0  13.654,,1.530,3  0  3
Μαυρονερίου,2,2  9.013,2.240,1  1  350,,111,1  1  0
Μεγάλης Βρύσης,2,3  938,300,0  0  0,,0,2  1  1
Μεσιανού,4,4  4.847,1.091,0  0  0,,0,1  0  1
Μικροκάμπου,3,3  1.129,298,0  0  0,,0,2  1  1
Μικρού ?άσους,4,4  18.924,2.712,0  0  0,,0,1  0  1
Μουριών,1,1  510,170,0  0  0,,0,1  0  1
Μυριοφύτου,4,4  725,201,2  0  352,,117,0  0  0
Νέας Σάντας,8,12  4.784,1.329,4  2  52.367,,7.169,13  1  12
Νέου Αγιονερίου (Αγιονερίου),1,2  564,196,1  1  321,,107,2  0  2
Νέου Γυναικοκάστρου,3,3  2.367,592,2  2  521,,140,2  0  2
Ξυλοκερατέας,0,0  0,0,1  0  72,,23,0  0  0
Παλαιού Αγιονερίου,5,5  1.368,392,1  1  500,,119,5  2  3
Πεδινού,4,5  59.654,8.698,1  2  565,,179,3  0  3
Πευκοδάσους,5,5  99.643,9.270,4  4  5.484,,1.398,5  0  5
Πλαγιάς,3,5  1.647,457,0  0  0,,0,2  0  2
Ποντοηρακλείας,2,2  2.087,612,1  1  980,,280,1  0  1
Ποντοκερασέας,1,3  1.378,401,0  0  0,,0,2  1  1
